id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language
915f2dea-e303-49f7-b198-0242df6cdb60,त्वचा [छाल] का संग्रहकाल है,शरद,वसंत,वर्षा,ग्रीष्म,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
38323ffb-e289-482b-9cb0-2333eb5a0753,‘Sanskarmatrajanya dyanam’…..,Anubhuti,Buddhi,Smriti,Dhriti,C,MCQ,Medium,Sanskrit,Ayurvedic Literature & History,hi
1ce5e74d-940c-4a9c-a863-26a6e36a1f4a,रोगाः सर्वेऽपिजायन्ते ---------------------------------------------------------------------------------,दोष,द्रव्य,वेग,विष,A,Fill in the blanks,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
2d259476-f416-4231-8650-fe8a0a366ecc,नाग का गलनांक है,3270C,1250C,2320C,5600C,A,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
193f16fd-4a9b-42e4-9a6a-0de7228a8fc6,Kaya chikitsa is meant for the treatment of -------,Jwara,Raktapitta,Shosha,Sarvanga samsrita Vyadhi,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
ef2e77e9-b617-4f88-9915-a180adb5f9a0,वाग्भट के अनुसार लगभग ........ शस्त्र कर्म होते हैं,8,6,10,12,A,MCQ,Easy,Shalya Tantra,Shalya Tantra (Surgery),hi
8dc7ae61-7b38-4976-82ab-552a0c71ab94,"एक 50 वर्षीय पुरुष रोगी ऑटैल्जिया के साथ प्रस्तुत हुआ, परीक्षण में बाह्य श्रवण नली और कर्णपटल दोनों सामान्य हैं, उसके दर्द के उत्पत्ति स्थल निम्न में से सभी हो सकते हैं सिवाय:",गर्दन,गले,मस्तिष्क,नाक,C,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
79e33001-4066-4fef-a6aa-accfc24a9598,अशूष्कस्यस्थितितस्यश्रष्कोद्ध्यतिच्छविमांs about -,MurdhaTaila,Pratissaran,Kawala,Mukhaalepa,A,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
76db7821-e999-44e3-a374-74a646f5345d,"शुश्रुत संहिता के अनुसार, हस्तिदंत माषी का चिकित्सा में उपयोग किसके संयोजन में स्थानीय रूप से किया जाता है?",चंदन,रक्तचंदन,रसांजन,तीनों में से सभी,C,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,hi
b21cadc6-dd49-450e-acfd-d2e29db3fe86,________अहार गर्भ स्राव का हेतु है।,मधुर रसात्मक,"तिक्त, शीत","कटु, तीक्ष्ण",लवण,C,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
45119374-6f71-4a92-a1ce-a6d3c902d73c,Kachhap is ……. Dosh adhikya vyadhi,Vata,Pitta,Rakta,Kapha,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
64f7cc88-125a-43f3-a573-619e42bea1b8,भावमिश्रा के अनुसार कस्तूरी की सर्वोत्तम किस्म है,नेपाली कस्तूरी,कामरूप कस्तूरी,कश्मीर कस्तूरी,लता कस्तूरी,B,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
2f912a77-d51c-4824-882d-fcf7d7ec1718,"सुश्रुत के अनुसार, निम्नलिखित में से कौन मूढ़गर्भ का कारण नहीं है?",अभिगत (आघात),यान वाहन (यात्रा),मधुर रस सेवन (मीठा लेना),क्षार का अत्यधिक सेवन,C,MCQ,Medium,Stree Roga,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
0b16570f-0f48-4535-b646-f971cffe526f,"जब मुँह के अंदर स्नेह या क्वाथ को हिलाया जाता है, तो उसे कहा जाता है",कावल,गंडूष,स्वेदन,धूमपान,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
0dc1f8f6-46b9-4e75-b3c0-15fa9ab71de8,निम्नलिखित में से कौन सी एपेंडिसाइटिस में सौंदर्य संबंधी चीरा है?,ग्रिड आयरन,लैंज,बैटल पैरारेक्टल,रदरफोर्ड मॉरिसन चीरा,D,MCQ,Medium,Shalya Tantra,Shalya Tantra (Surgery),hi
64f17de6-4d8e-4ef5-bab4-fc7c24667af9,मुलायम छाले का कारक जीव है -------,दुक्रेई के बैसिली,ट्रेपोनिमा पैलिडम,एचआईवी वायरस,एच1एन1 वायरस,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
514c5a94-f188-457f-a9b3-d3a137b37df5,त्रिभुवन कीर्ति के निर्माण में प्रथम भावना के लिए उपयोग किया जाता है......,कटुक क्वाथ,निंब स्वरस,गोदुग्ध,तुलसी स्वरस,D,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
2e0a0b3f-c0fc-462d-aa34-a51c36283878,योगरत्नाकर के अनुसार -------------- सिद्ध तैल का उपयोग योनिकंद के उपचार के लिए किया जाता है।,मूषक मांस,कुक्कुट मांस,गो मांस,अजा मांस,B,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
255b1bd5-5227-4c6f-8fe0-855ca04ba8c0,ग्रहरोग के लिए उपचार सिद्धांत है --,युक्तिव्यपश्रय चिकित्सा,दैवव्यपश्रय चिकित्सा,उपरोक्त में से कोई नहीं,A और B दोनों,D,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
c421550c-d88e-40c7-9331-7cbc8c6056d5,"सुश्रुत संहिता सूत्रस्थान अष्टविधकर्मीय अध्याय में, -------- को लेख्य उपक्रम कहा गया है",दकोदर,वर्त्म,अश्मरी,मूढ़-गर्भ,B,MCQ,Medium,Sanskrit,Ayurvedic Literature & History,hi
1a5ae8c2-981b-4bd6-808b-79c6b08215e3,राजनिघंटु के अनुसार मुसली है,वाताल,वातकफल,कफद,उपरोक्त में से कोई नहीं,C,MCQ,Easy,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
c1900c20-09a5-4352-a3d9-5ffa7c70c60f,"वातरक्त चिकित्सा में वर्णित ""सुकुमार तैल"" का उपयोग ----------------- में भी उपयोगी है।",एकांग वात,क्षत क्षीण,मन्या स्तम्भ,उपर्युक्त सभी,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
7b917d49-020d-404e-8b43-25e146752b68,28 सप्ताह की गर्भावस्था के बाद लेकिन शिशु के जन्म से पहले जनन मार्ग से रक्तस्राव होना _____ कहलाता है।,गर्भपात,एपीएच,पीपीएच,वेसिकुलर मोल,B,MCQ,Easy,Obstetrics and Gynecology in Ayurveda,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
60a34db8-48b2-4853-b43c-323d96735d22,हाइपोथायराइडिज्म की प्रवलता अधिक है:,महिलाओं में,बुजुर्ग रोगियों में,अन्य स्वप्रतिरक्षित अंतःस्रावी विकारों वाले रोगियों में,एमिओडारोन से उपचारित रोगियों में,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
d4b66809-530e-4f15-8db9-097eaee2795f,ल्यूकोसाइट्स के संबंध में निम्नलिखित में से कौन सा सत्य है...,वे नाभिकहीन होते हैं,थाइमस में उत्पादित होते हैं,संख्या में अचानक गिरावट कैंसर को दर्शाती है,वे केशिका भित्ति के माध्यम से निचोड़ सकते हैं,D,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
f0316d34-9ec7-4929-b1e1-69ec6876e2ad,चरक संहिता में गर्भस्राव के लक्षण के रूप में _____________________ का उल्लेख किया गया है।,क्टीशूल,उदरशूल,पुष्पम पश्येत,गर्भस्त्रास,C,Fill in the blanks,Easy,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
6073279a-729c-4403-986e-6527c3c0a12d,"हिक्का व्याधि के सम्प्राप्ति में ---------,---------, स्रोतस शामिल होते हैं,",प्राणवाह,अन्नवाह,उदकवाह,सभी,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
cc7af7b9-cdda-4090-bc42-4b58662e9e24,दोषगति हैं------,ऊर्ध्व,अधः,तिर्यग,उपरोक्त सभी,D,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
e35293aa-0ad6-4393-a08f-4047ced6ba57,1. 'अग्निप्रतपनम् कार्यमुष्णम् तथौषधम्' उपचार की रेखा है:,A. प्लुष्ट दग्ध।,B. सम्यक दग्ध।,C. अति दग्ध।,D. दुर्दग्ध।,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
f0223b5d-801c-45b8-9719-872f39c4cc96,सुश्रुताचार्य के अनुसार मेदावह स्रोतस का मूलस्थान ………. है,वृक्क और वपवहन,वृक्क और अन्वस्थि,वृक्क और कटि,वृक्क और संधि,C,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
fe691d6c-9a79-471d-973a-1e13f33f099d,पट्टीका एक ............... स्थिति है,संक्रामक,धीरे-धीरे नष्ट होने वाली,पुनर्जननशील,सूजन वाली,B,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
1022223c-0bf8-45e2-a512-8be9b85d8638,घृतपूरा किसका पर्यायवाची है?,सर्षप,करंज,निम्ब,देवदारु,B,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
1064f375-803b-4480-80c3-9639c49a3d5e,निम्नलिखित में से कौन गर्भ वृद्धिकारक भाव से संबंधित नहीं है?,रसज,आत्मज,मातृज,बीज,D,MCQ,Medium,Ayurvedic Embryology,Sharir (Anatomy & Physiology),hi
fa4eddf0-e0aa-4fdc-986f-a62b32adf1e5,"चरक संहिता के अनुसार, बस्ति पुटक दोष ……… संख्या में होते हैं",4,6,8,10,C,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
bbf8e3ab-cf96-482c-bcf8-17ffe795e0ae,सुकुमार उपचारतम् को .... धातुसार्ता में आवश्यकता होती है।,रस,रक्त,मांस,मेद,C,MCQ,Medium,Dhatusarata,Samhita & Siddhanta (Fundamentals),hi
530c089f-4d8d-4677-a9f3-111980ea7769,दो से अधिक समूहों की तुलना के लिए -------------------------------------- परीक्षण का उपयोग किया जाता है,युग्मित t परीक्षण,दो नमूना t परीक्षण,एनोवा (ANOVA),काई वर्ग परीक्षण,C,MCQ,Easy,Medical Statistics,Research & Statistics,hi
0367ac35-b9ea-4e14-8098-31e778ec00f0,"सुश्रुत अनुसार, निम्नलिखित में से कौन-सा ‘काथ’ युक्तरथ बस्ति में प्रयुक्त होता है?",दशमूल क्वाथ,गुडुची क्वाथ,एरण्डमूल क्वाथ,त्रिफला क्वाथ,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
43493665-7928-4e30-8e80-b4f278777be1,बुद्धिव्येशेषिक एक प्रकार है...,भ्राजक,आलोचक,साधक,इनमें से कोई नहीं,B,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
a808a940-808b-48d7-bfc6-80e9ce4d5161,"चरक के अनुसार, शीतोपचार किन दो विष बाधा में नहीं किया जाता है-",राजिमन्त सर्प और वृष्चिक,वृष्चिक और उच्छूतिंग,वृष्चिक और जलौका,जलौका और मत्स्य,B,MCQ,Hard,Agad Tantra,Agad Tantra & Forensic Medicine,hi
1a94ddab-abf0-44f9-9a9f-9d4d0e991c8a,बड़ी तथा छोटी थैली एक दूसरे से ………. अगाध द्वारा संवाद करती हैं।,जुगुलर,एपिप्लोइक,ओवल,"A, B और C में से कोई नहीं",B,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
80c40e95-b1e6-404a-a2ed-ffdb2d07caa4,भूर्जपत्र का उपयोग ----------------- चिकित्सा में योनिधूपन के लिए किया जाता है।,गर्भिणी शोथ,प्रमेह,रजोवृद्धि,अपरासंग,D,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
4793a784-d6d9-4321-af2d-6a11be2c2291,चरक के अनुसार आहार के प्रकार हैं .....,4,6,2,3,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
c4c4816d-4c8e-48a5-b751-466b42525f1c,स्वतंत्रता के बाद दूसरी समिति थी………,चोपड़ा,भोर,दावे,पंडित,D,MCQ,Medium,Ayurvedic History,Ayurvedic Literature & History,hi
7167156a-005c-42b6-a8b2-38cb862e232c,चरक के अनुसार 'विन्मूत्ररेतसामतिप्रवृत्ति' किसका लक्षण है?,समानावृत्त व्यान वायु,व्यानावृत्त अपान वायु,अपानावृत्त व्यान वायु,व्यानावृत्त व्यान वायु,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
d71670e3-40ed-4a50-be6e-08f770e0902a,मज्जा धातु का मल निम्नलिखित में से कौन सा है?,कफ,पित्त,त्वचा का स्नेह,ख मल,C,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
8017f462-332e-403e-92cf-111e60d8d92b,"कृमि संभव"" सूसृत के अनुसार ……….. कुष्ठ का लक्षण है।",शोनित आश्रित कुष्ठ,शुक्र स्थानगत कुष्ठ,मेद आश्रित कुष्ठ,अस्थि मज्जा आश्रित कुष्ठ,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
77c0f801-617e-4a32-a7ae-f5b5ec67911a,Nishpratyanik jwara is,Niram jwara,Satat,Tritiyak,Santat,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
2b167927-23b0-40be-b60a-f116c8ae836a,"""रैनसन मापदंड"" का उपयोग ............ की गंभीरता का आकलन करने के लिए किया जाता है।",सिर की चोट,तीव्र पैंक्रियाटाइटिस,विल्सन रोग,तीव्र पित्ताशय शोथ,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
639f94f3-c45f-47c2-8e47-03dccae64161,दिए गए पोषक तत्वों में से दूध किसका एक खराब स्रोत है?,कैल्शियम,प्रोटीन,कार्बोहाइड्रेट,विटामिन सी,D,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
e3e733f1-1a98-44b9-96d0-2ff4672933e9,अग्न्याशय के दुर्दम्य ट्यूमर का ट्यूमर मार्कर क्या है?,एएफपी,सीए19-9,पीएसए,पीसीआर,B,MCQ,Easy,Oncology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
7b906cea-dabf-4e2a-876e-ea4ca28f95ff,शल्यकर्म में उपयोग किया जाने वाला पत्ता है ......,बेतस पत्र,उत्पल पत्र,शेफाली पत्र,कुश पत्र,D,MCQ,Medium,Shalya Tantra,Shalya Tantra (Surgery),hi
58a96f83-76be-4b4d-a60b-ac4ac7a714a0,वातज ग्रहणी में तक्र के प्रयोग से प्राप्त उपशय ------- उपशय का उदाहरण है,उभयविपरीत अन्न,हेतुविपरीतार्थकारी अन्न,व्याधिविपरीत औषध,हेतु विपरीत विहार,A,MCQ,Hard,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
63863a8b-338c-4ddf-b0e9-54a71a3659bf,कल्क में 'प्रक्षेप' के रूप में तैल की मात्रा होती है,कल्क की मात्रा की दोगुनी,कल्क की मात्रा की तिगुनी,कल्क के बराबर,इनमें से कोई नहीं,A,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
85af184b-940f-42e2-b307-c6bb68eabee1,फ्लेवोनॉइड करक्यूमिन ... का सक्रिय सिद्धांत है।,जापा,हरिद्रा,विडंग,रोहितक,B,MCQ,Easy,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
17227de2-76ca-4cc8-aeaf-bfb4fabf50b0,एक बच्चे को जन्म देने के बाद गर्भ धारण न कर पाने वाली महिला -------- वंध्या कहलाती है।,गर्भस्त्रावी,काकवंध्या,अरजस्का,मृतवत्सा,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
290f0d05-99a8-466a-b94a-d989286a4220,द्रव्य का अतिगति ........ बस्ति नेत्र व्यपद के कारण होता है,अतिदीर्घनेत्र,अतिह्रस्वनेत्र,तनुनेत्र,स्थूलनेत्र,A,MCQ,Hard,Panchakarma,Panchakarma & Rasayana,hi
6ade18ac-e2e6-4305-a114-47ac99558550,एम्निओसेंटेसिस …………… मार्गदर्शन के तहत किया जाता है।,एचएसजी,यूएसजी,कॉल्पोस्कोपी,सभी,B,MCQ,Easy,Prasuti Tantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
44a59cd0-7141-4e00-a89d-d8ee825a3a24,गर्भ का निर्माण ------- में होता है।,गर्भाशयमुख,प्रथमावर्त,डिम्बग्रंथि,कुक्षि,D,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
52542eac-0b8d-486d-b06b-5509b9c363e4,"जब स्वरस को सिद्ध स्नेह की तैयारी में तरल औषधि के रूप में लिया जाता है, तो कल्क द्रव्य का स्नेह द्रव्य और द्रव द्रव्य से अनुपात होता है",1:04:16,1:04:04,1:06:24,1:08:32,D,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,hi
246cf98b-dca5-48d6-8651-519c2552e714,योनि धूपन का संकेत ............... में होता है।,गर्भ संग,अपरा संग,सूतिका अवस्था,उपरोक्त सभी,D,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
b546660e-5c43-42ee-a544-5995be2f558f,Madanphala sangraha kala …,Vasanta-grishma rutu Madhya,Grishma – varsha rutu Madhya,Shishir rutu,Sharad rutu,A,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
e46cb257-82d6-46da-9b09-ed396d4a725d,वेरेज सुई का उपयोग ................... में होता है।,एचएसजी,हिस्टेरोस्कोपी,लैपरोस्कोपी,कॉल्पोस्कोपी,C,MCQ,Medium,Gynecology,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
8e97fbd2-3caa-458f-a3de-716496b15963,स्तन्य में स्वादुकटुक रस का कारण ………………. ग्रहबाधा होती है।,स्कन्द,षष्ठी,शकुनि,पूतना,D,MCQ,Hard,Dravyaguna,Dravyaguna & Bhaishajya,hi
fd8f5091-9454-4b22-9bb1-d9fe8f1f8d4f,मधुर रस का गुण है,रूक्ष,तीक्ष्ण,सूक्ष्म,स्निग्ध,D,MCQ,Easy,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
98f1eddb-8b5e-42cc-a15e-b775cd645ca0,वाजीकरण चिकित्सा का संकेत …………….प्राप्ति है।,बल,आपत्य,मेधा,स्मृति,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
38c7e182-2fbb-41bb-bf6f-8cf36e370cfb,वॉन रेकलिंगहाउसन रोग किससे संबंधित है?,स्तन का घातक अर्बुद,मलाशय अर्बुद,अस्थि सिस्ट,बहुल न्यूरोफाइब्रोमेटोसिस,D,MCQ,Hard,Oncology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
bec754a9-4083-4b53-a30a-0d7cc00072c6,नेट प्रोटीन उपयोगिता (एनपीयू) का आकलन किससे किया जाता है?,केवल जैविक मूल्य से,जैविक मूल्य और प्रोटीन दक्षता अनुपात से,जैविक मूल्य और पाच्यता से,केवल प्रोटीन दक्षता अनुपात से,C,MCQ,Medium,Public Health,Swasthavritta & Public Health,hi
43116106-6c02-4934-b3ce-99052fd20058,‘Grughra’ .... . . . प्रकृति का अनुकत्व है।,Pitta,Vata,Raja,Kapha,D,MCQ,Easy,Prakruti,Samhita & Siddhanta (Fundamentals),hi
58081050-ab63-463b-bbd0-df1f879e34d0,गुटी-वटी बनाने में चीनी निम्नलिखित अनुपात में मिलाई जाती है,1:4,1:6,1:2,1:8,A,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
d87b27da-190e-4efb-a154-23524c2d67fd,नेत्रतर्पण उपक्रम के बाद ------------------------------ उपक्रम की सिफारिश (द्र्बलादान) आंखों को ताकत देने के लिए की जाती है।,आश्चोतन,तर्पण,अंजन,पूतपाक,A,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
1bb9a757-e6ef-4353-81ed-a5c5dca4531c,"सुश्रुत के अनुसार, ..... प्रकार के नासा अर्बुद होते हैं।",5,4,3,7,D,MCQ,Easy,Shalya Tantra,Shalya Tantra (Surgery),hi
fbcdf3da-7a65-42b4-b868-f0480da5ee19,मध्यम मार्गश्रित व्याधि है -----,ज्वर,अतिसार,कुष्ठ,पक्षाघात,D,MCQ,Medium,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
57426b39-be15-405d-8109-df126d86caf4,त्रिकोणात्मक तंत्रिका शूल (ट्राइजेमिनल न्यूराल्जिया) के लिए सबसे अच्छा उपचार ........ है।,शिरोधारा,अभ्यंग,स्वेदन,लेप,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
f48ec0c6-08a3-4b4a-a618-df05c9518e6b,जातिफल चूर्ण की मात्रा क्या है,½ से 1 ग्राम,1 से 2 ग्राम,2 ग्राम,2 से 3 ग्राम,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
f27fd80e-9548-4011-82a0-dc9398b89aaa,कोरीनीबैक्टीरियम डिफ्थीरिया को जब 10 मिनट के लिए ........ डिग्री सेल्सियस पर गर्म किया जाता है तो नष्ट हो जाता है।,58,68,78,88,A,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
25180018-aa4d-4ca7-b612-559a4267106b,वर्चस किसका पर्यायवाची है? —————— मल,पुरीष,स्वेद,मूत्र,कफ,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
47ce24e6-8878-4a47-83dc-f74e00152af2,ग्रीष्म ऋतु में --------------------- रस वाले आहार का सेवन करना चाहिए।,अम्ल लवण कषाय,कटु तिक्त कषाय,कटु अम्ल लवण,कषाय तिक्त अम्ल,B,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
5cd74004-3ca5-468b-9f12-443437a6f6bd,जब हम सूक्ष्मदर्शी के माध्यम से सूक्ष्म चीजों की कल्पना करते हैं तो हम .................................................................................................................................................................... पर पार पाते हैं।,अतिसूक्ष्म,अतिदूर,अभिभव,आवरण,A,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
bf77f1cb-1777-4b88-9895-9ecaee73bfbc,"मधवनिदान के अनुसार अल्पचेष्टा, क्षुद्राश्वास, तृष्णा, मोह, निद्रा, श्वासरोध, क्षुधा, स्वेद, दौर्गंध्य ये लक्षण हैं----",हृदयरोग के,वृक्करोग के,मेदोरोग के,उदररोग के,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
df1d134e-66a3-43a8-9a24-454143cbdf39,ईसीजी में प्रमुख यू तरंग का संकेत क्या दर्शाता है? ... ...,हाइपरकैल्सीमिया,हाइपोकैल्सीमिया,हाइपोकलेमिया,B और C दोनों,C,MCQ,Medium,Roganidan Evam Vikriti Vigyana,Roga Vigyana (Diagnostics & Pathology),hi
0b2f1ec5-1ffa-4280-a880-706e16100176,स्थूल नख दंत' ..... धातुसर्ता का लक्षण है,मांस,मेद,अस्थि,रक्त,C,MCQ,Easy,Dhatusarata,Samhita & Siddhanta (Fundamentals),hi
b7c795f9-c72e-456b-a72f-206603579dc4,Rakta dhatu ka Prakrut Pramana ... anjali hai,7,6,8,9,C,MCQ,Easy,Saptadhatus,Samhita & Siddhanta (Fundamentals),hi
3b82121a-09f6-476f-853b-eca78adb591a,वाग्भट्ट के अनुसार प्रतिमर्शन नास्य काल के कितने प्रकार हैं?,12,15,13,14,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
95052ac3-7d5c-4648-882a-be8c75520302,नाभि क्षेत्र के ऊपर गाय की पूंछ के आकार की उपस्थिति होती है,जलोदर,प्लीहोदर,बद्धगुदोदर,चिद्रोदर,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
34604c46-c3f3-455d-a998-2da05b0433f0,शीत ऋतु में दिया जाने वाला स्वेद......... होता है।,मृदु,उत्तम,मध्यम,हीन,A,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
61f2e7f5-4381-4c12-838d-35d8f31ae255,"............ रस अग्निप्रधान है,",मधुर,अम्ल,तिक्त,कषाय,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
957fcb83-c61a-48a8-ab47-dd8e67733ed3,गर्भ बल कुमाराख्यं येतत् त्रिविधं वयः किस आचार्य द्वारा वर्णित है।,कश्यप,चरक,वाग्भट,सुश्रुत,A,MCQ,Easy,Ayurvedic Pediatrics,Kaumarbhritya & Pediatrics,hi
eb1b4650-0436-458e-8c3a-e7fd60e1943e,"कफप्रधानव्याधि में, ........ अनुवासनबस्ति दी जा सकती है।",1-3,5-7,9-11,11-13,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
47c55d8a-760b-4972-a264-96a349ceeddf,वटिक प्रमेह असाध्य क्यों है?,दोष दूष्य समक्रिया है,दोष दूष्य विषमक्रिया है,महात्ययिका,उपरोक्त सभी,D,MCQ,Hard,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
43dc9db2-a4dd-453d-899c-9232ef17195e,मधुमेह में पिडका शरीर के निचले भाग में इसलिए विकसित होता है क्योंकि ----,कफ और मेद दोनों गुरु होते हैं,"कफ, मेद और मांस सभी गुरु होते हैं","रसायनी (वाहिकाएं) कमजोर होती हैं, इसलिए दोष ऊपर की ओर नहीं जा सकते",आलस्य के कारण रोगी व्यायाम से बचता है,C,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
568bf778-c566-47b4-b0b4-f019b72ac98c,Vataja Prameh ------------,mostly manifest in Krusha person.,are Kashtasadhya.,mostly manifest in Vata Prakruti person.,are Mahatyayik.,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
db514801-6c4b-4b86-9d90-76164900a22b,गोमेद का रासायनिक सूत्र है,Al2O3,ZrSiO4,Al(FOH)2 SiO4,BeOAl2O3,B,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
0df06a5e-2893-4092-ab23-d9109a3b065c,"विष हे इस गुण के कारण ""मार्माघ्न"" होता है।",लघु,तीक्ष्ण,विशद,उष्ण,B,MCQ,Medium,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
5571a2e0-da96-401c-a33b-558ff815ef3e,Fibroadenomas आमतौर पर ... दशक में सबसे अधिक होते हैं,3rd,4th,दुमा,6th,A,MCQ,Easy,Oncology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
714429eb-57ce-49cf-9a85-5d43452cf69f,बांझपन के कारण हैं -------------------।,ट्यूबल कारक,गर्भाशय कारक,अंडाशय कारक,उपरोक्त सभी,D,MCQ,Easy,Striroga,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
