ITA_ID,English_Term,Ground_Truth,Predicted,Match
ITA-4.5.19,Significance-based pathogenesis,Prādhānyasamprāptiḥ,lakṣaṇa-ādhyāsya-prakriyā,False
ITA-4.5.20,Classification-based pathogenesis,vidhisamprāptiḥ,varga-ādhyāsya-prakriyā,False
ITA-4.5.21,Fraction-specific pathogenesis,vikalpasamprāptiḥ,bhāga-ādhyāsya-prakriyā,False
ITA-4.5.22,Intensity-specific pathogenesis,balasamprāptiḥ,mātra-ādhyāsya-prakriyā,False
ITA-4.5.23,Time-specific pathogenesis,kālasamprāptiḥ,kāla-ādhyāsya-prakriyā,False
ITA-4.5.24,Complication,upadravaḥ,upadrava,True
ITA-4.5.25,Adverse event,vyāpad,anubhava-vighāta,False
ITA-4.5.26,Patient-related adverse event,āturanimittajaḥ,ātmānubhava-vighāta,False
ITA-4.5.27,Physician-related adverse event,bhiṣaṅnimittajaḥ,bhiṣaga-vighāta,False
ITA-4.5.28,Treatment-related adverse event,bheṣajanimittajaḥ,āyuṣkāra-vighāta,False
ITA-4.5.29,Sign or symptom of impending death,ariṣṭalakṣaṇam,mṛtyu-prakṣepa-lakṣaṇa,False
ITA-4.6.1,Disease stage,rogāvasthā,vyādhi-sthāna,False
ITA-4.6.2,"Ama, a state of incomplete digestion, transformation or metabolism","āma , āmāvastha",ama,True
ITA-4.6.3,"State of active digestion, and transformation of ama",pacyamānāvasthā,ama-pācana-avasthā,False
ITA-4.6.4,Ripened stage of dosha,pakvāvasthā,dosha-paka,False
ITA-4.6.5,Transformative stage devoid of ama pathology,nirāmāvasthā,ama-rhāga-prakriyā,False
ITA-4.6.6,Stages of disease manifestation and management,kriyākālaḥ/ṣaṭkriyākālaḥ,vyādhi-prakriyā-sthāna,False
ITA-4.6.7,Stage of a dosha increasing in its own location,sañcayaḥ,dosha-prakopa-sthāna,False
ITA-4.6.8,Stage of a dosha reaching the threshold,prakopaḥ,dosha-prakopa-saṃgraha,False
ITA-4.6.9,Stage of a dosha spreading beyond its own location,prasaraḥ,dosha-prasara-sthāna,False
ITA-4.6.10,Stage of a dosha localizing outside its location,sthānasamśrayaḥ,dosha-pratishaya-sthāna,False
ITA-4.6.11,Stage of clinical manifestation of a disease,vyaktiḥ,vyādhi-lakṣaṇa-sthāna,False
ITA-4.6.12,Stage of disease developing into subtypes or leading to complications,bhedaḥ,vyādhi-varga-upadrava-sthāna,False
ITA-4.7.1,Patient examination,rogīparīkṣā,nirdeshana,False
ITA-4.7.2,Standard threecomponent examination,"trividhaparīkṣā (darśana, sparśana , praśna)",trividha-nirdeshana,False
ITA-4.7.3,Six ways of clinical examination,ṣaḍvidhaparīkṣā,ṣaḍ-vyākaraṇa,False
ITA-4.7.4,Eight methods of clinical examination,aṣṭasthānaparīkṣā,aṣṭa-vyākaraṇa,False
ITA-4.7.5,Ten domains of clinical examination,daśavidhaparīkṣā,daśa-vyākaraṇa,False
ITA-4.8.1,Obstructive pathology,srotorodhaḥ,srotorodha,True
ITA-4.8.2,Functional alteration of body channels,srotovaiguṇyam,srotas-vyatikrama,False
ITA-4.8.3,Functional alteration of body channels,srotoduṣṭihetuḥ,srotas-vyatikrama,False
ITA-4.8.4,Types of body channel deformities,srotoduṣṭiprakāraḥ,srotas-vikāra-varga,False
ITA-4.8.5,Body channel dysfunction involving excess activity,atipravṛttiḥ,srotas-vyādhi-ātmā,False
ITA-4.8.6,Body channel dysfunction involving obstruction,saṅgaḥ,srotorodha,False
ITA-4.8.7,Body channel dysfunction involving displacement of contents,vimārgagamanam,srotas-prasara,False
ITA-4.8.8,Body channel dysfunction involving bulging or growth,sirāgranthiḥ,srotas-udgata,False
ITA-4.8.9,Coexistence of aggravated three dosha,sannipātaḥ,tridosha-samūha,False
ITA-4.8.10,"Group of diseases, comorbidity",rogānīkaḥ,vyādhi-samūha,False
ITA-4.8.11,Disease pathogenesis and manifestation,rogādhiṣṭhānam,vyādhi-prakriyā-lakṣaṇa,False
ITA-4.8.12,Vitiated dosha lying dormant,līnadoṣāvasthā,prakopa,False
ITA-4.8.13,Displaced dosha,sthānāntaragatadoṣaḥ,pravriddha,False
ITA-4.8.14,Correctly located dosha,sthānikadoṣaḥ,samyata,False
ITA-4.8.15,Disease symptoms in accord with dosha,prakṛtisamasamavetasannipātajarogaḥ,srotas-samyak,False
ITA-4.8.16,Disease symptoms in discord with dosha,vikṛtiviṣamasamavetasannipātajarogaḥ,srotas-asamyak,False
ITA-4.8.17,"Normal state, normalcy",prakṛtiḥ,sattva,False
ITA-4.8.18,Abnormal state,vikṛtiḥ,asattva,False
ITA-4.8.19,Movement of dosha,doṣagatiḥ,gatravaha,False
ITA-4.8.20,Transit destinations of dosha,sañcārasthānam,gatravaha-saya,False
ITA-4.8.21,Shifting of dosha from gut to structual components,śākhāgatiḥ,dhatu-pravritti,False
ITA-4.8.22,Shifting of dosha,madhyamagatiḥ,pravritti,False
ITA-4.8.23,Dosha associated with ama,sāmadoṣaḥ,ama-sanga,False
ITA-4.8.24,Dosha not associated with ama,nirāmadoṣaḥ,ama-rhita,False
ITA-4.8.25,Inherent capacity of the body to resist diseases,vyādhikṣamatvam,vyadhikshamatva,False
ITA-4.8.26,Inherent capacity of the body to resist diseases,vyādhibalavirodhitatvam,vyadhikshamatva,False
ITA-4.8.27,Inherent capacity of the body to resist diseases,vyādhyudpādapratibandhakatvam,vyadhikshamatva,False
ITA-4.8.28,Terminal disease,"anupakrama, pratyākhyeyaroga",mritsu,False
ITA-4.8.29,Comorbidity,vyādhisaṅkaraḥ,sahaja,False
ITA-4.8.30,Pro-causative factor and disease,hetuvyādhiviparītārthakārī,karanakarana,False
ITA-4.8.31,Mind as seat of disease,manodhiśṭānaṃ,mano-vyadhi,False
ITA-4.8.32,Disease caused exclusively by one dosha,nānātmajavikāra,ekadosha-janya,False
ITA-4.8.33,Disease caused by one or more dosha,sāmānyajavikāraḥ,anekadosha-janya,False
ITA-4.8.34,Disease caused by another disease,nidānārthakararoga,pari-vyadhi,False
ITA-4.8.35,"Dependant, secondary disease",paratantra,upavyadhi,False
ITA-4.8.36,Judgement of error,prajñāparādhaḥ,viparyaya,False
ITA-4.8.37,Prodrome,pūrvarūpa,pratishaya,False
ITA-4.8.38,Disease caused by more than one dosha,saṃsarga,anekadosha-janya,False
ITA-4.8.39,Physical body as seat of disease,śarīrādhiṣṭānaṃ,sharira-vyadhi,False
ITA-4.8.40,Conditions amenable to surgery,śastrasādhya,chikitsya,False
ITA-4.8.41,Primary disorder,svatantra,mula-vyadhi,False
ITA-4.8.42,Disease complication(s),upadravaroga,upadrava,True
ITA-5.1.1,Disorder,vikāraḥ,vyadhi,False
ITA-5.2.1,Derangement of dosha,doṣavaiṣamyam,dosha-prakopa,False
ITA-5.2.2,State of dosha,doṣāvasthā,dosha-avastha,False
ITA-5.2.1.1,Accumulation of vata,vātasañcayaḥ,vata-sanchaya,False
ITA-5.2.1.2,Aggravation of vata,vātaprakopaḥ/ vātavṛddhilakṣaṇam,vata-prakopa,True
ITA-5.2.1.3,Aggravation of life force,prāṇavātakopaḥ,prana-prakopa,False
ITA-5.2.1.4,Aggravation of ascending vata,udānavātakopaḥ,udana-prakopa,False
ITA-5.2.1.5,Aggravation of circulating vata,vyānavātakopaḥ,vyana-prakopa,False
ITA-5.2.1.6,Aggravation of kindling vata,samānavātakopaḥ,samana-prakopa,False
ITA-5.2.1.7,Aggravation of descending vata,apānavātakopaḥ,apanana-prakopa,False
ITA-5.2.1.8,Spreading of vata,vātaprasaraṇam,vata-prasarana,True
ITA-5.2.1.9,Diminution of vata,vātakṣayaḥ,vata-kshaya,False
ITA-5.2.1.10,Aggravation of vata in abdominal and thoracic cavity and organs in the cavity,koṣṭhāśritavātakopaḥ,vata-prakopa-udara-kapha-sthala,False
ITA-5.2.1.11,Aggravation of vata in rectum,gudasthitavātaḥ,vata-prakopa-guda,False
ITA-5.2.1.12,Aggravation of vata in stomach,āmāśayagatavātaḥ,vata-prakopa-agni-mandala,False
ITA-5.2.1.13,Aggravation of vata in colon,pakvāśayagatavātaḥ,vata-prakopa-grahani,False
ITA-5.2.1.14,Aggravation of vata in the sense organs,Jñānendriyagatavāta/ śrotrādīndriyagatavātaḥ,vata-prakopa-indriya,False
ITA-5.2.1.15,Aggravation of vata in skin,tvakgatavātaḥ,vata-prakopa-twak,False
ITA-5.2.1.16,Aggravation of vata in blood,asṛggatavātaḥ/ raktagatavātaḥ,vata-prakopa-rakta,False
ITA-5.2.1.17,Aggravation of vata in muscle,māṃsagatavātaḥ,medhasthavatajwara,False
ITA-5.2.1.18,Aggravation of vata in fatty tissue,medogatavātaḥ,medhasthavatajwara,False
ITA-5.2.1.19,Aggravation of vata in bone,asthigatavātaḥ,asthisthavatajwara,False
ITA-5.2.1.20,Aggravation of vata in bone marrow,majjāgatavātaḥ,majjasthavatajwara,False
ITA-5.2.1.21,Aggravation of vata in seminal tissue,śukragatavātaḥ,shukrasthavatajwara,False
ITA-5.2.1.22,Aggravation of vata in tendons and ligaments.,snāyugatavātaḥ,sandhiśiraśvatajwara,False
ITA-5.2.1.23,Aggravation of vata in veins,sirāgatavātaḥ,srotorodha,False
ITA-5.2.1.24,Aggravation of vata in joints,sandhigatavātaḥ,sandhijwara,False
ITA-5.2.1.25,Convulsions,ākṣepakaḥ,spandana,False
ITA-5.2.1.26,Tonic convulsion,daṇḍakaḥ,stambhana,False
ITA-5.2.1.27,Convulsive fit,apatantrakaḥ,spandana,False
ITA-5.2.1.28,Orthotonus,apatānakaḥ,upasthambha,False
ITA-5.2.1.29,Orthotonus with rod like stiffness,daṇḍāpatānakaḥ,dandaupasthambha,False
ITA-5.2.1.30,Opisthotonus,bahirāyāmaḥ/ bāhyāyāmaḥ/ dhanuḥstambhaḥ,opisthotonos,False
ITA-5.2.1.31,Hemiplegia,pakṣāghātaḥ/ pakṣavadhaḥ,ardhavbhedana,False
ITA-5.2.1.32,Paraparesis,sarvāṅgavātaḥ/ sarvāṅgarogaḥ,paraparesa,False
ITA-5.2.1.33,Facial paralysis,arditaḥ,mukhakampa,False
ITA-5.2.1.34,Lockjaw; trismus,hanugrahaḥ,mukhakampa,False
ITA-5.2.1.35,Wry neck; torticollis,manyāstambhaḥ,grīñjana,False
ITA-5.2.1.36,Rigid tongue,jihvāstambhaḥ,jihvastambha,True
ITA-5.2.1.37,Obstructed blood vessel,sirāgrahaḥ,srotorodha,False
ITA-5.2.1.38,Sciatica,gṛdhrasī,sciatica,False
ITA-5.2.1.39,Brachial neuralgia,viśvācī,brachiala,False
ITA-5.2.1.40,Synovitis of the knee with effusion,kroṣṭukaśīrṣaḥ,grīñjana,False
ITA-5.2.1.41,Lameness,khañjaḥ,lambana,False
ITA-5.2.1.42,Paraplegia,paṅguḥ,paraplega,False
ITA-5.2.1.43,Kesari palsy,kalāyakhañjaḥ,kesarīvibhrama,False
ITA-5.2.1.44,Pain specific to heels,vātakhuḍḍatā/ vātakaṇṭakaḥ,jalkāta,False
ITA-5.2.1.45,Burning feet,pādadāhaḥ,padajwara,False
ITA-5.2.1.46,Peripheral neuritis of the feet,pādaharṣaḥ,padajwara,False
ITA-5.2.1.47,Muscle wasting around shoulder joint,aṃsaśoṣaḥ,śirāśiraśvatajwara,False
ITA-5.2.1.48,Painful conditions of shoulder joints with severely affected or restricted movements,avabāhukaḥ,grīñjana,False
ITA-5.2.1.49,Dumbness,mūkatvam,murchchana,False
ITA-5.2.1.50,Nasal intonation of speech,minminaḥ,nāsikākṣara,False
ITA-5.2.1.51,Bladder pain radiating towards anus and penis,tūnī,mutrakāma,False
ITA-5.2.1.52,Proctalgia,pratitūnī,grīñjana,False
ITA-5.2.1.53,Constipation and abdominal distension,ānāhaḥ/ ādhmānam,grīñjana,False
ITA-5.2.1.54,Severe abdominal distension,pratyānāhaḥ/ pratyādhmānam,grīñjana,False
ITA-5.2.1.55,Globular swelling near the urinary bladder resembling benign prostatic enlargement,vātāṣṭhīlā,grīñjana,False
ITA-5.2.1.56,Morbid tremor,kampaḥ/ vepathuḥ,spandana,False
ITA-5.2.1.57,Twisting pain in upper and lower limbs,khallī,grīñjana,False
ITA-5.2.1.58,Upward movement of vata,ūrdhvavātaḥ,vātamarga,False
ITA-5.2.2.1,Derangement of pitta,pittavikāraḥ,pittakopa,False
ITA-5.2.2.2,Morbid state of pitta,pittadoṣāvasthā,pittakopa,False
ITA-5.2.2.3,Accumulation of pitta,pittasañcayaḥ,pittasamūha,False
ITA-5.2.2.4,Aggravation of pitta,pittaprakopaḥ/ pittavṛddhi-lakṣaṇam,pittajwara,False
ITA-5.2.2.5,Spreading of pitta,pittaprasaraḥ,pittaparipātana,False
ITA-5.2.2.6,Diminution of pitta,pittakṣayaḥ,pittakṣaya,True
ITA-5.2.3.1,Morbid state of kapha,kaphadoṣāvasthā,kaphakopa,False
ITA-5.2.3.2,Accumulation of kapha,kaphasañcayaḥ,kaphasamūha,False
ITA-5.2.3.3,Aggravation of kapha,kaphaprakopaḥ,kapha prakopa,False
ITA-5.2.3.4,Spreading of kapha,kaphaprasaraḥ,kapha prasara,False
ITA-5.2.3.5,Diminution of kapha,kaphakṣayaḥ,kapha kshaya,False
ITA-5.3.1,Derangement of structural components,dhātuvaiṣamyam,dhatu vikruti,False
ITA-5.3.2,Derangement of primary circulating nutrient fluid,rasavaiṣamyam,rasa vaha srotas vikruti,False
ITA-5.3.3,Diminution of primary circulating nutrient fluid,rasakṣayaḥ,rasa kshaya,False
ITA-5.3.4,Aggravation or morbid increase of primary circulating nutrient fluid,rasavṛddhiḥ,rasa prakopa,False
ITA-5.3.5,Disproportion of blood,raktavaiṣamyam,rakta vikruti,False
ITA-5.3.6,Diminution of blood,raktakṣayaḥ,rakta kshaya,False
ITA-5.3.7,Morbid increase of blood,raktavṛddhiḥ,rakta prakopa,False
ITA-5.3.8,Blood vitiated by vata,vātikaraktaduṣṭiḥ,vata sanga rakta,False
ITA-5.3.9,Blood vitiated by pitta,paittikaraktaduṣṭiḥ,pitta sanga rakta,False
ITA-5.3.10,Blood vitiated by kapha,ślaiṣmikaraktaduṣṭiḥ,kapha sanga rakta,False
ITA-5.3.11,Blood vitiated by tridosha,sānnipātikaraktaduṣṭiḥ,tridosha sanga rakta,False
ITA-5.3.12,Disproportion of muscle,māmsavaiṣamyam,mamsa vikruti,False
ITA-5.3.13,Diminution of muscle,māmsakṣayaḥ,mamsa kshaya,False
ITA-5.3.14,Excessive increase of muscle,māmsavṛddhiḥ,mamsa prakopa,False
ITA-5.3.15,Disproportion of fat,medovaiṣamyam,meda vikruti,False
ITA-5.3.16,Diminution of fat,medaḥkṣayaḥ,meda kshaya,False
ITA-5.3.17,Morbid increase of fat,medovṛddhiḥ,meda prakopa,False
ITA-5.3.18,Disproportion of bone,asthivaiṣamyam,asthi vikruti,False
ITA-5.3.19,Diminution of bone,asthikṣayaḥ,asthi kshaya,False
ITA-5.3.20,Morbid increase of bone,asthivṛddhiḥ,asthi prakopa,False
ITA-5.3.21,Disproportion of bone marrow,majjāvaiṣamyam,majja vikruti,False
ITA-5.3.22,Diminution of bone marrow,majjākṣayaḥ,majja kshaya,False
ITA-5.3.23,Morbid increase of bone marrow,majjāvṛddhiḥ,majja prakopa,False
ITA-5.3.24,Disproportion of semen,śukravaiṣamyam,shukra vikruti,False
ITA-5.3.25,Diminution of semen,śukrakṣayaḥ,shukra kshaya,False
ITA-5.3.26,Morbid increase of semen,śukravṛddhiḥ,shukra prakopa,False
ITA-5.3.27,Disorders of menstrual flow,ārtavavaiṣamyam,artava vikruti,False
ITA-5.3.28,Diminution of menstrual flow; or scanty menstruation,ārtavakṣayaḥ,artava kshaya,False
ITA-5.3.29,Morbid increase of menstrual flow,ārtavavṛddhiḥ,artava prakopa,False
ITA-5.3.30,Vitiation of breast milk,stanyavaiṣamyam,stanya vikruti,False
ITA-5.3.31,Diminution of breast milk,stanyakṣayaḥ,stanya kshaya,False
ITA-5.3.32,Morbid increase of breast milk,stanyavṛddhiḥ,stanya prakopa,False
ITA-5.3.33,Disproportion of ojas,ojovaiṣamyam,ojas vikruti,False
ITA-5.3.34,Diminution of ojas,ojakṣayaḥ,ojas kshaya,False
ITA-5.3.35,Dislodgement of ojas,ojovisramsaḥ,ojas apratishthita,False
ITA-5.3.36,Derangement of ojas,ojovyāpat,ojas vikruti,False
ITA-5.3.37,Excess formation of ojas,ojovṛddhiḥ,ojas prakopa,False
ITA-5.4.1,Derangement of excretory products,malavaiṣamyam,mala vikruti,False
ITA-5.4.2,Derangement of urine,mūtravaiṣamyam,mutra vikruti,False
ITA-5.4.3,Diminution of urine,mūtrakṣayaḥ,mutra kshaya,False
ITA-5.4.4,Morbid increase of urine,mūtravṛddhiḥ,mutra prakopa,False
ITA-5.4.5,Derangement of faeces,purīṣavaiṣamyam,mala vikruti,False
ITA-5.4.6,Diminution of faeces,purīṣakṣayaḥ,mala kshaya,False
ITA-5.4.7,Morbid increase of faeces,purīṣavṛddhiḥ,mala prakopa,False
ITA-5.4.8,"Excretory products associated with incomplete digestion, transformation or metabolism",sāmamalaḥ,ama prakopa,False
ITA-5.4.9,Derangement of sweat,svedavaiṣamyam,sweda vikruti,False
ITA-5.4.10,Diminution of sweat,svedakṣayaḥ,sweda kshaya,False
ITA-5.4.11,Morbid increase of sweat,svedavṛddhiḥ,swedaadhiikara,False
ITA-5.4.12,Debris deposition at the root of the tongue,jihvāmūlagatamalaḥ,jihvāmūlakā dūṣa,False
ITA-5.5.1,Vitiation of channels,srotovaiṣamyam,srotoroga,False
ITA-5.5.2,Vitiation of channels carrying vital life force,prāṇavahasrotoduṣṭiḥ,prāṇavāhini srotoroga,False
ITA-5.5.3,Vitiation of channels carrying water,udakavahasrotoduṣṭiḥ,udānavāhini srotoroga,False
ITA-5.5.4,Vitiation of channels carrying food,annavahasrotoduṣṭiḥ,āhāravāhini srotoroga,False
ITA-5.5.5,Vitiation of channels carrying primary product of digestion,rasavahasrotoduṣṭiḥ,pācya vāhini srotoroga,False
ITA-5.5.6,Vitiation of channels carrying blood,raktavahasrotoduṣṭiḥ,raktavāhini srotoroga,False
ITA-5.5.7,Vitiation of channels carrying muscle,māmsavahasrotoduṣṭiḥ,māsāvāhini srotoroga,False
ITA-5.5.8,Vitiation of channels carrying medas,medovahasrotoduṣṭiḥ,medovāhini srotoroga,False
ITA-5.5.9,Vitiation of channels carrying bone,asthivahasrotoduṣṭiḥ,asthi vāhini srotoroga,False
ITA-5.5.10,Vitiation of channels carrying bone marrow,majjāvahasrotoduṣṭiḥ,majjavāhini srotoroga,False
ITA-5.5.11,Vitiation of channels carrying semen,shukravahasrotoduṣṭiḥ,shukravāhini srotoroga,False
ITA-5.5.12,Vitiation of channels carrying menstrual flow,ārtavavahasrotoduṣṭiḥ,artava vāhini srotoroga,False
ITA-5.5.13,Vitiation of channels carrying urine,mūtravahasrōtōduṣṭiḥ,mutravāhini srotoroga,False
ITA-5.5.14,Vitiation of channels carrying stools,purīṣavaha-srōtōduṣṭi,mlechhanavāhini srotoroga,False
ITA-5.5.15,Vitiation of channels carrying sweat,svedavahasrotoduṣṭiḥ,swedavāhini srotoroga,False
ITA-5.6.1,Fever,jvaraḥ,jwara,False
ITA-5.6.2,Prodromal symptoms of fever,jvarapūrvarupam,jwaraparipākakriyā,False
ITA-5.6.3,Fever due to vitiated vata Fever due to vitiated vata Fever due to vitiated vata,vātajvaraḥ vātajvaraḥ vātajvaraḥ,vātajjwara,False
ITA-5.6.4,Prodromal symptoms of fever due to vitiated vata,Vātikajvarapūrvarūpam,vātajjwaraparipākakriyā,False
ITA-5.6.5,Fever due to vitiated pitta,paittikajvaraḥ,pittajjwara,False
ITA-5.6.6,Prodromal symptoms of fever due to vitiated pitta,paittikajvarapūrvarūpam,pittajjwaraparipākakriyā,False
ITA-5.6.7,Fever due to vitiated kapha,kaphajajvaraḥ,kaphajjwara,False
ITA-5.6.8,Prodromal symptoms of fever due to vitiated kapha,Kaphajvarapūrvarūpam,kaphajjwaraparipākakriyā,False
ITA-5.6.9,Fever due to vitiated kaphavata,kaphavātajajvaraḥ,kaphavātajjwara,False
ITA-5.6.10,Fever due to vitiated vāta and pitta,vātapittajajvaraḥ,vātapittajjwara,False
ITA-5.6.11,Fever due to vitiated kapha and pitta,kaphapittajajvaraḥ,kaphapittajjwara,False
ITA-5.6.12,Fever due to vitiated tridosha,sannipātajajvaraḥ,tridoṣajjwara,False
ITA-5.6.13,Fever due to external factors/reasons,āgantujajvaraḥ,bāhya kāraṇa jwara,False
ITA-5.6.14,"Intermittent fever, fever with no fixed course or pattern",viṣamajvaraḥ,anidrājwara,False
ITA-5.6.15,Intermittent fever spiking twice daily,satataviṣamajvaraḥ,dviyāma jwara,False
ITA-5.6.16,Continuous fever,santataviṣamajvaraḥ,nityajwara,False
ITA-5.6.17,Intermittent fever spiking once daily,anyedyuṣkaviṣamajvaraḥ,ekyāma jwara,False
ITA-5.6.18,Intermittent fever spiking every third day,tṛtīyakaviṣamajvaraḥ,triyāma jwara,False
ITA-5.6.19,Intermittent fever recurring every third day due to predominance of kapha and pitta,kaphapittatṛtīyakajvaraḥ,triyāma kaphapittaja jwara,False
ITA-5.6.20,Intermittent fever recurring every third day due to predominance of vata and kapha,vātakaphatṛtīyakajvaraḥ,triyāma vātakaphaja jwara,False
ITA-5.6.21,Intermittent fever recurring every third day due to predominance of vata and pitta,vātapittatṛtīyakajvaraḥ,triyāma vātapittaja jwara,False
ITA-5.6.22,Intermittent fever recurring every fourth day,caturthakaviṣamajvaraḥ,caturyāma jwara,False
ITA-5.6.23,Intermittent fever recurring every fourth day due to predominance of vāta,vātajacaturthakajvaraḥ,caturyāma vātaja jwara,False
ITA-5.6.24,Intermittent fever recurring every fourth day due to predominance of pitta,pittajacaturthakajvaraḥ,caturyāma pittaja jwara,False
ITA-5.6.25,Intermittent fiver recurring every fourth day due to predominance of kapha,kaphajacaturthakajvaraḥ,caturyāma kaphaja jwara,False
ITA-5.6.26,Intermittent fiver recurring every fourth day when fever persists for two days with one day remission,caturthakaviparyayaviṣamajvaraḥ,caturyāma dviyāma jwara,False
ITA-5.6.27,Persistent low-grade fever due to vitiated vata and kapha,vātabalāsakajvaraḥ,nīvara vātakaphaja jwara,False
ITA-5.6.28,Fever due to vitiated primaryproduct of digestion,rasadhātugatajvaraḥ,pācya dūṣita jwara,False
ITA-5.6.29,Fever due to vitiated blood,raktadhātugatajvaraḥ,raktadūṣita jwara,False
ITA-5.6.30,Fever due to vitiated muscle,māṃsadhātugatajvaraḥ,māsadūṣita jwara,False
ITA-5.6.31,Fever due to vitiated fat,medodhātugatajvaraḥ,medodūṣita jwara,False
ITA-5.6.32,Fever due to vitiated bone,asthidhātugatajvaraḥ,asthidūṣita jwara,False
ITA-5.6.33,Fever due to vitiated bone marrow,majjādhātugatajvaraḥ,majjadūṣita jwara,False
ITA-5.6.34,Fever due to vitiated seminal tissue,śukradhātugatajvaraḥ,ksemna jwara,False
ITA-5.6.35,"Fever in which dosha and symptoms are located in viscera, vulnerable locations, joints and connective tissue",antarvegajvaraḥ,marga sthāna jwara,False
ITA-5.6.36,Fever in which dosha and symptoms are located in supportive tissues,bahirvegajvaraḥ,asthi sthāna jwara,False
ITA-5.6.37,"Fever due to ama, initial stage of fever, ama stage of fever",āmajajvaraḥ,ama kriya,False
ITA-5.6.38,"Intermediate stage of fever, phase between ama stage and post-ama stage of fever",pacyamānajvaraḥ,madhyama kriya,False
ITA-5.7.1,Diarrhoea,atisāra,atisāra,True
ITA-5.7.2,Prodromal symptoms of diarrhoea,atisārapūrvarūpam,atisāra prakopa,False
ITA-5.7.3,Diarrhoea due to vitiated vata,vataja-atisāraḥ,vātaja atisāra,False
ITA-5.7.4,Diarrhoea due to vitiated pitta,pittaja-atisāraḥ,pittaja atisāra,False
ITA-5.7.5,Diarrhoea due to vitiated kapha,kaphaja-atisāraḥ,kaphaja atisāra,False
ITA-5.7.6,Diarrhoea due to ama,āmātisāraḥ,ama ja atisāra,False
ITA-5.7.7,Diarrhoea due to vitiated blood,raktātisāraḥ,rakta ja atisāra,False
ITA-5.8.1,Dysentery,pravāhikā,grīhṇā,False
ITA-5.9.1,Chronic diarrhoea with malabsorption of nutrients,grahaṇīroga,kālajīrṇa,False
ITA-5.9.2,Chronic diarrhoea with malabsorption of nutrients due to vitiated vāta,vātaja grahaṇīroga,vātaja kālajīrṇa,False
ITA-5.9.3,Chronic diarrhoea with malabsorption of nutrients due to vitiated pitta,pittaja grahaṇīroga,pittaja kālajīrṇa,False
ITA-5.9.4,Chronic diarrhoea with malabsorption of nutrients. due to vitiated kapha,kaphajagrahaṇīroga,kaphaja kālajīrṇa,False
ITA-5.9.5,Chronic diarrhoea with malabsorption of nutrients due to vitiated tridosha,sannipātaja grahaṇīroga,tridoṣaja kālajīrṇa,False
ITA-5.10.1,Haemorrhoids,arśaḥ,ārdra,False
ITA-5.10.2,Haemorrhoids due to vitiated vata,vātajārśaḥ,vātaja ārdra,False
ITA-5.10.3,Haemorrhoids due to vitiated pitta,pittajārśaḥ,pittaja ārdra,False
ITA-5.10.4,Haemorrhoids due to vitiated kapha,kaphajārśaḥ,kaphaja ārdra,False
ITA-5.10.5,Haemorrhoids due to vitiated blood,raktajārśaḥ,rakta ja ārdra,False
ITA-5.10.6,Haemorrhoids due to vitiated tridosha,sannipātajārśaḥ,tridoṣaja ārdra,False
ITA-5.10.7,Congenital haemorrhoids,sahajārśaḥ,janmottama ārdra,False
ITA-5.10.8,Haemorrhoids due to any two vitiated dosha,dvandvaja-arśaḥ,dvi-doṣaja ārdra,False
ITA-5.11.1,"Subdued digestive, metabolic factors",mandāgniḥ,mandagni,True
ITA-5.11.2,"Excessive digestive, metabolic factors",atyagniḥ/ bhasmakaḥ,tīkṣṇagni,False
ITA-5.11.3,"Irregular digestive, metabolic factors",viṣamāgniḥ,viṣamagni,True
ITA-5.11.4,Indigestion,ajīrṇam,agni mandya,False
ITA-5.11.5,Indigestion due to vata,"viṣṭabdhājīrṇam, vātajājīrṇam",vātaja agni mandya,False
ITA-5.11.6,Indigestion due to putrefaction of gastric juices,vidagdhājīrṇam/ pittajājīrṇam,pitta ja agni mandya,False
ITA-5.11.7,"Indigestion due to sluggish gut motility, vitiation of kapha",āmājīrṇam/ kaphajājīrṇam,kaphaja agni mandya,False
ITA-5.11.8,Indigestion due to remnant of unabsorbable primary product of digestion),rasaśeṣajanya-ajīrṇam,ama ja agni mandya,False
ITA-5.11.9,"Indigestion, when food takes a full day to get digested",dinapāki-ajīrṇam,dīrgha kāla agni mandya,False
ITA-5.11.10,Indigestion recurring every day,prativāsara-ajīrṇam,dīnāgni,False
ITA-5.11.11,Intumescence of abdomen with constipation and flatus; delayed and obstructive digestive process,alasaka-ajīrṇam,grīhṇātīta,False
ITA-5.12.1,"Acute, severe gastroenteritis",visūcikā,grīhṇā,False
ITA-5.12.2,Complications of gastroenteritis,visūcikā-upadravaḥ,grīhṇā kṣaya,False
ITA-5.13.1,External worm infestation,bāhyajakṛmiḥ,bāhya kīrmī,False
ITA-5.13.2,Head lice infestation,yūkā,līḍha,False
ITA-5.13.3,Nit infestation,likṣā,līḍha nitya,False
ITA-5.13.4,Internal worm infestation,ābhyantara-kṛmiḥ,antar kīrmī,False
ITA-5.13.5,Worm or parasite arising from vitiated kapha; residing in stomach and small intestine,kaphajakṛmiḥ,kaphaja kīrmī,False
ITA-5.13.6,Worm or parasite arising from faeces; residing in large intestine,"purīṣajakṛmiḥ [kakerukaḥ makerukaḥ, lelihaḥ saśūlakaḥ, sausurādaḥ/ sausūlakaḥ]",mala ja kīrmī,False
