ITA_ID,English_Term,Ground_Truth,Predicted,Match
ITA-4.8.20,Transit destinations of dosha,sañcārasthānam,Srotodushti - channel dysfunction,False
ITA-4.8.21,Shifting of dosha from gut to structual components,śākhāgatiḥ,Srotovikriti - channel dysfunction,False
ITA-4.8.22,Shifting of dosha,madhyamagatiḥ,दोषों का स्थानांतरण,False
ITA-4.8.23,Dosha associated with ama,sāmadoṣaḥ,दोषों का अविशुद्ध होना,False
ITA-4.8.24,Dosha not associated with ama,nirāmadoṣaḥ,दोषों का शुद्ध होना,False
ITA-4.8.25,Inherent capacity of the body to resist diseases,vyādhikṣamatvam,शरीर की रोग प्रतिरोधक क्षमता,False
ITA-4.8.26,Inherent capacity of the body to resist diseases,vyādhibalavirodhitatvam,शरीर की रोग प्रतिरोधक क्षमता,False
ITA-4.8.27,Inherent capacity of the body to resist diseases,vyādhyudpādapratibandhakatvam,शरीर की रोग प्रतिरोधक क्षमता,False
ITA-4.8.28,Terminal disease,"anupakrama, pratyākhyeyaroga",मृत्यु के समीप रोग,False
ITA-4.8.29,Comorbidity,vyādhisaṅkaraḥ,कारण,False
ITA-4.8.30,Pro-causative factor and disease,hetuvyādhiviparītārthakārī,कारण,False
ITA-4.8.31,Mind as seat of disease,manodhiśṭānaṃ,मन का रोग में होना,False
ITA-4.8.32,Disease caused exclusively by one dosha,nānātmajavikāra,एक दोष से उत्पन्न रोग,False
ITA-4.8.33,Disease caused by one or more dosha,sāmānyajavikāraḥ,एक दोष से उत्पन्न रोग,False
ITA-4.8.34,Disease caused by another disease,nidānārthakararoga,एक दोष से उत्पन्न रोग,False
ITA-4.8.35,"Dependant, secondary disease",paratantra,एक दोष से उत्पन्न रोग,False
ITA-4.8.36,Judgement of error,prajñāparādhaḥ,एक दोष से उत्पन्न रोग,False
ITA-4.8.37,Prodrome,pūrvarūpa,Prodrome,False
ITA-4.8.38,Disease caused by more than one dosha,saṃsarga,Tridoshaja,False
ITA-4.8.39,Physical body as seat of disease,śarīrādhiṣṭānaṃ,Sharira,False
ITA-4.8.40,Conditions amenable to surgery,śastrasādhya,Vyadhi,False
ITA-4.8.41,Primary disorder,svatantra,Dosha,False
ITA-4.8.42,Disease complication(s),upadravaroga,Vikriti,False
ITA-5.1.1,Disorder,vikāraḥ,Sthana,False
ITA-5.2.1,Derangement of dosha,doṣavaiṣamyam,Sanchaya,False
ITA-5.2.2,State of dosha,doṣāvasthā,Vata,False
ITA-5.2.1.1,Accumulation of vata,vātasañcayaḥ,Vata Vriddhi,False
ITA-5.2.1.2,Aggravation of vata,vātaprakopaḥ/ vātavṛddhilakṣaṇam,Vata Kopa,False
ITA-5.2.1.3,Aggravation of life force,prāṇavātakopaḥ,Vata Prakopa,False
ITA-5.2.1.4,Aggravation of ascending vata,udānavātakopaḥ,Vata Urdhvagati,False
ITA-5.2.1.5,Aggravation of circulating vata,vyānavātakopaḥ,Vata Anulomana,False
ITA-5.2.1.6,Aggravation of kindling vata,samānavātakopaḥ,Vata Prakopa,False
ITA-5.2.1.7,Aggravation of descending vata,apānavātakopaḥ,Vata prakopa in adho vata,False
ITA-5.2.1.8,Spreading of vata,vātaprasaraṇam,Vata prakopa in antara vata,False
ITA-5.2.1.9,Diminution of vata,vātakṣayaḥ,Vata prakopa in pakvashaya,False
ITA-5.2.1.10,Aggravation of vata in abdominal and thoracic cavity and organs in the cavity,koṣṭhāśritavātakopaḥ,Vata prakopa in grahani,False
ITA-5.2.1.11,Aggravation of vata in rectum,gudasthitavātaḥ,Vata prakopa in guda,False
ITA-5.2.1.12,Aggravation of vata in stomach,āmāśayagatavātaḥ,Vata prakopa in twak,False
ITA-5.2.1.13,Aggravation of vata in colon,pakvāśayagatavātaḥ,Vata prakopa in mamsa,False
ITA-5.2.1.14,Aggravation of vata in the sense organs,Jñānendriyagatavāta/ śrotrādīndriyagatavātaḥ,Vata prakopa in medas,False
ITA-5.2.1.15,Aggravation of vata in skin,tvakgatavātaḥ,Vata prakopa in rakta,False
ITA-5.2.1.16,Aggravation of vata in blood,asṛggatavātaḥ/ raktagatavātaḥ,Vata prakopa in majja,False
ITA-5.2.1.17,Aggravation of vata in muscle,māṃsagatavātaḥ,Vata prakopa in asthi,False
ITA-5.2.1.18,Aggravation of vata in fatty tissue,medogatavātaḥ,Vata prakopa in shukra,False
ITA-5.2.1.19,Aggravation of vata in bone,asthigatavātaḥ,Vata prakopa in majja,False
ITA-5.2.1.20,Aggravation of vata in bone marrow,majjāgatavātaḥ,Vata prakopa in asthi,False
ITA-5.2.1.21,Aggravation of vata in seminal tissue,śukragatavātaḥ,Vata prakopa in shukra,False
ITA-5.2.1.22,Aggravation of vata in tendons and ligaments.,snāyugatavātaḥ,वातवृद्धिं सन्धिस्थिषु 2. वातवृद्धिं सिरास्थिषु 3. वातवृद्धिं सन्धिस्थले 4. वातवृद्धिं जंघास्थिः 5. वातवृद्धिं जंघास्थिः 6. वातवृद्धिं जंघास्थिः 7. वातवृद्धिं जंघास्थिः 8. वातवृद्धिं जंघास्थिः 9. वातवृद्धिं जंघास्थिः 10. वातवृद्धिं जंघास्थिः 11. वातवृद्धिं जंघास्थिः 12. वातवृद्धिं जंघास्थिः 13. वातवृद्धिं जंघास्थिः 14. वातवृद्धिं जंघास्थिः 15. वातवृद्धिं जंघास्थिः,False
ITA-5.2.1.23,Aggravation of vata in veins,sirāgatavātaḥ,,False
ITA-5.2.1.24,Aggravation of vata in joints,sandhigatavātaḥ,,False
ITA-5.2.1.25,Convulsions,ākṣepakaḥ,,False
ITA-5.2.1.26,Tonic convulsion,daṇḍakaḥ,,False
ITA-5.2.1.27,Convulsive fit,apatantrakaḥ,,False
ITA-5.2.1.28,Orthotonus,apatānakaḥ,,False
ITA-5.2.1.29,Orthotonus with rod like stiffness,daṇḍāpatānakaḥ,,False
ITA-5.2.1.30,Opisthotonus,bahirāyāmaḥ/ bāhyāyāmaḥ/ dhanuḥstambhaḥ,,False
ITA-5.2.1.31,Hemiplegia,pakṣāghātaḥ/ pakṣavadhaḥ,,False
ITA-5.2.1.32,Paraparesis,sarvāṅgavātaḥ/ sarvāṅgarogaḥ,,False
ITA-5.2.1.33,Facial paralysis,arditaḥ,,False
ITA-5.2.1.34,Lockjaw; trismus,hanugrahaḥ,,False
ITA-5.2.1.35,Wry neck; torticollis,manyāstambhaḥ,,False
ITA-5.2.1.36,Rigid tongue,jihvāstambhaḥ,,False
ITA-5.2.1.37,Obstructed blood vessel,sirāgrahaḥ,Siravedha-avarodha,False
ITA-5.2.1.38,Sciatica,gṛdhrasī,Sciatica,False
ITA-5.2.1.39,Brachial neuralgia,viśvācī,Brachial neuralgia,False
ITA-5.2.1.40,Synovitis of the knee with effusion,kroṣṭukaśīrṣaḥ,Synovitis of the knee,False
ITA-5.2.1.41,Lameness,khañjaḥ,Lameness,False
ITA-5.2.1.42,Paraplegia,paṅguḥ,Paraplegia,False
ITA-5.2.1.43,Kesari palsy,kalāyakhañjaḥ,Kesari-palitya,False
ITA-5.2.1.44,Pain specific to heels,vātakhuḍḍatā/ vātakaṇṭakaḥ,Pain in heels,False
ITA-5.2.1.45,Burning feet,pādadāhaḥ,Burning feet,False
ITA-5.2.1.46,Peripheral neuritis of the feet,pādaharṣaḥ,Neuritis of feet with muscle wasting,False
ITA-5.2.1.47,Muscle wasting around shoulder joint,aṃsaśoṣaḥ,Shoulder joint pain with restricted movements,False
ITA-5.2.1.48,Painful conditions of shoulder joints with severely affected or restricted movements,avabāhukaḥ,Bladder pain,False
ITA-5.2.1.49,Dumbness,mūkatvam,Nasal intonation,False
ITA-5.2.1.50,Nasal intonation of speech,minminaḥ,Bladder pain,False
ITA-5.2.1.51,Bladder pain radiating towards anus and penis,tūnī,Dumbness,False
ITA-5.2.1.52,Proctalgia,pratitūnī,Proctalgia: गुदोध्यातः शूलम्,False
ITA-5.2.1.53,Constipation and abdominal distension,ānāhaḥ/ ādhmānam,Constipation and abdominal distension: मलबद्धता और उदरवृद्धि,False
ITA-5.2.1.54,Severe abdominal distension,pratyānāhaḥ/ pratyādhmānam,Severe abdominal distension: तीव्र उदरवृद्धि,False
ITA-5.2.1.55,Globular swelling near the urinary bladder resembling benign prostatic enlargement,vātāṣṭhīlā,Globular swelling near the urinary bladder: वृक्क के समीप गोलाकार शोथ,False
ITA-5.2.1.56,Morbid tremor,kampaḥ/ vepathuḥ,Morbid tremor: गम्भीर कंपन,False
ITA-5.2.1.57,Twisting pain in upper and lower limbs,khallī,Twisting pain in upper and lower limbs: ऊर्ध्व और अधः पाद में तीव्र वेदना,False
ITA-5.2.1.58,Upward movement of vata,ūrdhvavātaḥ,Upward movement of vata: ऊर्ध्वगामी वात,False
ITA-5.2.2.1,Derangement of pitta,pittavikāraḥ,Derangement of pitta: पित्त का विकृत होना,False
ITA-5.2.2.2,Morbid state of pitta,pittadoṣāvasthā,Morbid state of pitta: तीव्र पित्त विकार,False
ITA-5.2.2.3,Accumulation of pitta,pittasañcayaḥ,Accumulation of pitta: पित्त का संचय,False
ITA-5.2.2.4,Aggravation of pitta,pittaprakopaḥ/ pittavṛddhi-lakṣaṇam,Aggravation of pitta: पित्त की वृद्धि,False
ITA-5.2.2.5,Spreading of pitta,pittaprasaraḥ,Spreading of pitta: पित्त का प्रसार,False
ITA-5.2.2.6,Diminution of pitta,pittakṣayaḥ,Diminution of pitta: पित्त का ह्रास,False
ITA-5.2.3.1,Morbid state of kapha,kaphadoṣāvasthā,Morbid state of kapha: कफ का गंभीर विकार,False
ITA-5.2.3.2,Accumulation of kapha,kaphasañcayaḥ,Accumulation of kapha: कफ का संचय,False
ITA-5.2.3.3,Aggravation of kapha,kaphaprakopaḥ,"कफप्रकोपः, कफप्रसरः, कफवृद्धिः, कफक्षयः, संरम्भः, धातुक्षये, दोषप्रकोपः, रक्तदोषः, रक्तवृद्धिः, रक्तदूषणः, रक्तपित्तः, रक्तकफसंघातः, मांसक्षयः, रक्तपित्तसंघातः, वातकफसंघातः, पित्तकफसंघातः, रक्तपित्तसंघातः, रक्तपित्तसंघातः",False
ITA-5.2.3.4,Spreading of kapha,kaphaprasaraḥ,,False
ITA-5.2.3.5,Diminution of kapha,kaphakṣayaḥ,,False
ITA-5.3.1,Derangement of structural components,dhātuvaiṣamyam,,False
ITA-5.3.2,Derangement of primary circulating nutrient fluid,rasavaiṣamyam,,False
ITA-5.3.3,Diminution of primary circulating nutrient fluid,rasakṣayaḥ,,False
ITA-5.3.4,Aggravation or morbid increase of primary circulating nutrient fluid,rasavṛddhiḥ,,False
ITA-5.3.5,Disproportion of blood,raktavaiṣamyam,,False
ITA-5.3.6,Diminution of blood,raktakṣayaḥ,,False
ITA-5.3.7,Morbid increase of blood,raktavṛddhiḥ,,False
ITA-5.3.8,Blood vitiated by vata,vātikaraktaduṣṭiḥ,,False
ITA-5.3.9,Blood vitiated by pitta,paittikaraktaduṣṭiḥ,,False
ITA-5.3.10,Blood vitiated by kapha,ślaiṣmikaraktaduṣṭiḥ,,False
ITA-5.3.11,Blood vitiated by tridosha,sānnipātikaraktaduṣṭiḥ,,False
ITA-5.3.12,Disproportion of muscle,māmsavaiṣamyam,,False
ITA-5.3.13,Diminution of muscle,māmsakṣayaḥ,Kshaya of Mamsa,False
ITA-5.3.14,Excessive increase of muscle,māmsavṛddhiḥ,Vriddhi of Mamsa,False
ITA-5.3.15,Disproportion of fat,medovaiṣamyam,Asamyak Meda,False
ITA-5.3.16,Diminution of fat,medaḥkṣayaḥ,Kshaya of Meda,False
ITA-5.3.17,Morbid increase of fat,medovṛddhiḥ,Vriddhi of Meda,False
ITA-5.3.18,Disproportion of bone,asthivaiṣamyam,Asamyak Meda,False
ITA-5.3.19,Diminution of bone,asthikṣayaḥ,Kshaya of Asthi,False
ITA-5.3.20,Morbid increase of bone,asthivṛddhiḥ,Vriddhi of Asthi,False
ITA-5.3.21,Disproportion of bone marrow,majjāvaiṣamyam,Asamyak Asthi,False
ITA-5.3.22,Diminution of bone marrow,majjākṣayaḥ,Kshaya of Majja,False
ITA-5.3.23,Morbid increase of bone marrow,majjāvṛddhiḥ,Vriddhi of Majja,False
ITA-5.3.24,Disproportion of semen,śukravaiṣamyam,Asamyak Majja,False
ITA-5.3.25,Diminution of semen,śukrakṣayaḥ,Kshaya of Shukra,False
ITA-5.3.26,Morbid increase of semen,śukravṛddhiḥ,Vriddhi of Shukra,False
ITA-5.3.27,Disorders of menstrual flow,ārtavavaiṣamyam,Asamyak Shukra,False
ITA-5.3.28,Diminution of menstrual flow; or scanty menstruation,ārtavakṣayaḥ,Artava kshaya,False
ITA-5.3.29,Morbid increase of menstrual flow,ārtavavṛddhiḥ,Artava vriddhi,False
ITA-5.3.30,Vitiation of breast milk,stanyavaiṣamyam,Stanya dushti,False
ITA-5.3.31,Diminution of breast milk,stanyakṣayaḥ,Stanya vriddhi,False
ITA-5.3.32,Morbid increase of breast milk,stanyavṛddhiḥ,Stanya dushti,False
ITA-5.3.33,Disproportion of ojas,ojovaiṣamyam,Ojas kshaya,False
ITA-5.3.34,Diminution of ojas,ojakṣayaḥ,Ojas vriddhi,False
ITA-5.3.35,Dislodgement of ojas,ojovisramsaḥ,Ojas dushti,False
ITA-5.3.36,Derangement of ojas,ojovyāpat,Ojas kshaya,False
ITA-5.3.37,Excess formation of ojas,ojovṛddhiḥ,Mutra kshaya,False
ITA-5.4.1,Derangement of excretory products,malavaiṣamyam,Mutra vriddhi,False
ITA-5.4.2,Derangement of urine,mūtravaiṣamyam,Mutra dushti,False
ITA-5.4.3,Diminution of urine,mūtrakṣayaḥ,Purisha kshaya,False
ITA-5.4.4,Morbid increase of urine,mūtravṛddhiḥ,Purisha vriddhi,False
ITA-5.4.5,Derangement of faeces,purīṣavaiṣamyam,Purisha dushti,False
ITA-5.4.6,Diminution of faeces,purīṣakṣayaḥ,मलक्षयः (malaṃ kṣayaḥ),False
ITA-5.4.7,Morbid increase of faeces,purīṣavṛddhiḥ,मलवृद्धिः (malaṃ vṛddhiḥ),False
ITA-5.4.8,"Excretory products associated with incomplete digestion, transformation or metabolism",sāmamalaḥ,आमाशयगत मलः (āmāśaya-gata malaḥ),False
ITA-5.4.9,Derangement of sweat,svedavaiṣamyam,अपक्व मलः (pakva malaḥ),False
ITA-5.4.10,Diminution of sweat,svedakṣayaḥ,पक्व मलः (pakva malaḥ),False
ITA-5.4.11,Morbid increase of sweat,svedavṛddhiḥ,श्लेष्ममलः (śleṣmamalaḥ),False
ITA-5.4.12,Debris deposition at the root of the tongue,jihvāmūlagatamalaḥ,पित्तमलः (pittamalaḥ),False
ITA-5.5.1,Vitiation of channels,srotovaiṣamyam,वातमलः (vātimalaḥ),False
ITA-5.5.2,Vitiation of channels carrying vital life force,prāṇavahasrotoduṣṭiḥ,रक्तमलः (rakta-malaḥ),False
ITA-5.5.3,Vitiation of channels carrying water,udakavahasrotoduṣṭiḥ,मांसमलः (māṃsa-malaḥ),False
ITA-5.5.4,Vitiation of channels carrying food,annavahasrotoduṣṭiḥ,मेदोमलः (medo-malaḥ),False
ITA-5.5.5,Vitiation of channels carrying primary product of digestion,rasavahasrotoduṣṭiḥ,अस्थिमलः (asthi-malaḥ),False
ITA-5.5.6,Vitiation of channels carrying blood,raktavahasrotoduṣṭiḥ,मज्जामलः (majjāmalaḥ),False
ITA-5.5.7,Vitiation of channels carrying muscle,māmsavahasrotoduṣṭiḥ,शुक्रमलः (śukramalaḥ),False
ITA-5.5.8,Vitiation of channels carrying medas,medovahasrotoduṣṭiḥ,पुरीषमलः (purīṣamalaḥ),False
ITA-5.5.9,Vitiation of channels carrying bone,asthivahasrotoduṣṭiḥ,Vata-vriddhi in asthi-vaha srotas,False
ITA-5.5.10,Vitiation of channels carrying bone marrow,majjāvahasrotoduṣṭiḥ,Vata-vriddhi in majja-vaha srotas,False
ITA-5.5.11,Vitiation of channels carrying semen,shukravahasrotoduṣṭiḥ,Vata-vriddhi in shukra-vaha srotas,False
ITA-5.5.12,Vitiation of channels carrying menstrual flow,ārtavavahasrotoduṣṭiḥ,Vata-vriddhi in artava-vaha srotas,False
ITA-5.5.13,Vitiation of channels carrying urine,mūtravahasrōtōduṣṭiḥ,Vata-vriddhi in mutra-vaha srotas,False
ITA-5.5.14,Vitiation of channels carrying stools,purīṣavaha-srōtōduṣṭi,Vata-vriddhi in purisha-vaha srotas,False
ITA-5.5.15,Vitiation of channels carrying sweat,svedavahasrotoduṣṭiḥ,Vata-vriddhi in sweda-vaha srotas,False
ITA-5.6.1,Fever,jvaraḥ,Vata-dushti jwara,False
ITA-5.6.2,Prodromal symptoms of fever,jvarapūrvarupam,Vata-prakopa jwara,False
ITA-5.6.3,Fever due to vitiated vata Fever due to vitiated vata Fever due to vitiated vata,vātajvaraḥ vātajvaraḥ vātajvaraḥ,Vata-dushti jwara,False
ITA-5.6.4,Prodromal symptoms of fever due to vitiated vata,Vātikajvarapūrvarūpam,Vata-prakopa jwara,False
ITA-5.6.5,Fever due to vitiated pitta,paittikajvaraḥ,Pitta-vriddhi jwara,False
ITA-5.6.6,Prodromal symptoms of fever due to vitiated pitta,paittikajvarapūrvarūpam,Pitta-prakopa jwara,False
ITA-5.6.7,Fever due to vitiated kapha,kaphajajvaraḥ,Pitta-vriddhi jwara,False
ITA-5.6.8,Prodromal symptoms of fever due to vitiated kapha,Kaphajvarapūrvarūpam,Kapha-vriddhi jwara,False
ITA-5.6.9,Fever due to vitiated kaphavata,kaphavātajajvaraḥ,Jvara due to vitiated kaphavata,False
ITA-5.6.10,Fever due to vitiated vāta and pitta,vātapittajajvaraḥ,Jvara due to vitiated vāta and pitta,False
ITA-5.6.11,Fever due to vitiated kapha and pitta,kaphapittajajvaraḥ,Jvara due to vitiated kapha and pitta,False
ITA-5.6.12,Fever due to vitiated tridosha,sannipātajajvaraḥ,Jvara due to vitiated tridosha,False
ITA-5.6.13,Fever due to external factors/reasons,āgantujajvaraḥ,Jvara due to external factors/reasons,False
ITA-5.6.14,"Intermittent fever, fever with no fixed course or pattern",viṣamajvaraḥ,"Intermittent fever, fever with no fixed course or pattern",False
ITA-5.6.15,Intermittent fever spiking twice daily,satataviṣamajvaraḥ,Intermittent fever spiking twice daily,False
ITA-5.6.16,Continuous fever,santataviṣamajvaraḥ,Continuous fever,False
ITA-5.6.17,Intermittent fever spiking once daily,anyedyuṣkaviṣamajvaraḥ,Intermittent fever spiking once daily,False
ITA-5.6.18,Intermittent fever spiking every third day,tṛtīyakaviṣamajvaraḥ,Intermittent fever spiking every third day due to predominance of kapha and pitta,False
ITA-5.6.19,Intermittent fever recurring every third day due to predominance of kapha and pitta,kaphapittatṛtīyakajvaraḥ,Intermittent fever recurring every third day due to predominance of vata and kapha,False
ITA-5.6.20,Intermittent fever recurring every third day due to predominance of vata and kapha,vātakaphatṛtīyakajvaraḥ,Intermittent fever recurring every third day due to predominance of vata and pitta,False
ITA-5.6.21,Intermittent fever recurring every third day due to predominance of vata and pitta,vātapittatṛtīyakajvaraḥ,Intermittent fever recurring every third day due to predominance of vata and kapha,False
ITA-5.6.22,Intermittent fever recurring every fourth day,caturthakaviṣamajvaraḥ,Intermittent fever recurring every fourth day due to predominance of vāta and kapha,False
ITA-5.6.23,Intermittent fever recurring every fourth day due to predominance of vāta,vātajacaturthakajvaraḥ,Intermittent fever recurring every fourth day due to predominance of vāta and pitta,False
ITA-5.6.24,Intermittent fever recurring every fourth day due to predominance of pitta,pittajacaturthakajvaraḥ,पित्तज्वरः (pittajvaraḥ),False
ITA-5.6.25,Intermittent fiver recurring every fourth day due to predominance of kapha,kaphajacaturthakajvaraḥ,कफज्वरः (kaphajvaraḥ),False
ITA-5.6.26,Intermittent fiver recurring every fourth day when fever persists for two days with one day remission,caturthakaviparyayaviṣamajvaraḥ,कफपित्तज्वरः (kaphapittajvaraḥ),False
ITA-5.6.27,Persistent low-grade fever due to vitiated vata and kapha,vātabalāsakajvaraḥ,वातकफज्वरः (vātakaphajvaraḥ),False
ITA-5.6.28,Fever due to vitiated primaryproduct of digestion,rasadhātugatajvaraḥ,पित्तकफज्वरः (pittakaphajvaraḥ),False
ITA-5.6.29,Fever due to vitiated blood,raktadhātugatajvaraḥ,वातकफज्वरः (vātakaphajvaraḥ),False
ITA-5.6.30,Fever due to vitiated muscle,māṃsadhātugatajvaraḥ,पित्तकफज्वरः (pittakaphajvaraḥ),False
ITA-5.6.31,Fever due to vitiated fat,medodhātugatajvaraḥ,वातकफज्वरः (vātakaphajvaraḥ),False
ITA-5.6.32,Fever due to vitiated bone,asthidhātugatajvaraḥ,वातकफज्वरः (vātakaphajvaraḥ),False
ITA-5.6.33,Fever due to vitiated bone marrow,majjādhātugatajvaraḥ,पित्तकफज्वरः (pittakaphajvaraḥ),False
ITA-5.6.34,Fever due to vitiated seminal tissue,śukradhātugatajvaraḥ,कफपित्तज्वरः (kaphapittajvaraḥ),False
ITA-5.6.35,"Fever in which dosha and symptoms are located in viscera, vulnerable locations, joints and connective tissue",antarvegajvaraḥ,कफपित्तज्वरः (kaphapittajvaraḥ),False
ITA-5.6.36,Fever in which dosha and symptoms are located in supportive tissues,bahirvegajvaraḥ,वातकफज्वरः (vātakaphajvaraḥ),False
ITA-5.6.37,"Fever due to ama, initial stage of fever, ama stage of fever",āmajajvaraḥ,वातकफज्वरः (vātakaphajvaraḥ),False
ITA-5.6.38,"Intermediate stage of fever, phase between ama stage and post-ama stage of fever",pacyamānajvaraḥ,पित्तकफज्वरः (pittakaphajvaraḥ),False
ITA-5.7.1,Diarrhoea,atisāra,Atisara,True
ITA-5.7.2,Prodromal symptoms of diarrhoea,atisārapūrvarūpam,Pravahika,False
ITA-5.7.3,Diarrhoea due to vitiated vata,vataja-atisāraḥ,Vataja Atisara,False
ITA-5.7.4,Diarrhoea due to vitiated pitta,pittaja-atisāraḥ,Pittaja Atisara,False
ITA-5.7.5,Diarrhoea due to vitiated kapha,kaphaja-atisāraḥ,Kaphaja Atisara,False
ITA-5.7.6,Diarrhoea due to ama,āmātisāraḥ,Raktaja Atisara,False
ITA-5.7.7,Diarrhoea due to vitiated blood,raktātisāraḥ,Grahani,False
ITA-5.8.1,Dysentery,pravāhikā,Sannipataja Grahani,False
ITA-5.9.1,Chronic diarrhoea with malabsorption of nutrients,grahaṇīroga,Ama Grahani,False
ITA-5.9.2,Chronic diarrhoea with malabsorption of nutrients due to vitiated vāta,vātaja grahaṇīroga,Vata-Kaphaja Grahani,False
ITA-5.9.3,Chronic diarrhoea with malabsorption of nutrients due to vitiated pitta,pittaja grahaṇīroga,Pittaja Grahani,True
ITA-5.9.4,Chronic diarrhoea with malabsorption of nutrients. due to vitiated kapha,kaphajagrahaṇīroga,Kaphaja Grahani,False
ITA-5.9.5,Chronic diarrhoea with malabsorption of nutrients due to vitiated tridosha,sannipātaja grahaṇīroga,Vataja Grahani,False
ITA-5.10.1,Haemorrhoids,arśaḥ,Raktaja Grahani,False
ITA-5.10.2,Haemorrhoids due to vitiated vata,vātajārśaḥ,Arsha,False
ITA-5.10.3,Haemorrhoids due to vitiated pitta,pittajārśaḥ,पित्तज अर्शः,False
ITA-5.10.4,Haemorrhoids due to vitiated kapha,kaphajārśaḥ,कफज अर्शः,False
ITA-5.10.5,Haemorrhoids due to vitiated blood,raktajārśaḥ,रक्तज अर्शः,False
ITA-5.10.6,Haemorrhoids due to vitiated tridosha,sannipātajārśaḥ,पित्तकफज अर्शः,False
ITA-5.10.7,Congenital haemorrhoids,sahajārśaḥ,सहज अर्शः,False
ITA-5.10.8,Haemorrhoids due to any two vitiated dosha,dvandvaja-arśaḥ,वातकफज अर्शः,False
ITA-5.11.1,"Subdued digestive, metabolic factors",mandāgniḥ,द्विदोषज अर्शः,False
ITA-5.11.2,"Excessive digestive, metabolic factors",atyagniḥ/ bhasmakaḥ,पित्तकफज अर्शः,True
ITA-5.11.3,"Irregular digestive, metabolic factors",viṣamāgniḥ,वातकफज अर्शः,False
ITA-5.11.4,Indigestion,ajīrṇam,पित्तकफज अर्शः,False
ITA-5.11.5,Indigestion due to vata,"viṣṭabdhājīrṇam, vātajājīrṇam",वातकफज अर्शः,False
ITA-5.11.6,Indigestion due to putrefaction of gastric juices,vidagdhājīrṇam/ pittajājīrṇam,वातकफज अर्शः,True
ITA-5.11.7,"Indigestion due to sluggish gut motility, vitiation of kapha",āmājīrṇam/ kaphajājīrṇam,पित्तकफज अर्शः,True
ITA-5.11.8,Indigestion due to remnant of unabsorbable primary product of digestion),rasaśeṣajanya-ajīrṇam,वातकफज अर्शः,False
ITA-5.11.9,"Indigestion, when food takes a full day to get digested",dinapāki-ajīrṇam,पित्तकफज अर्शः,False
ITA-5.11.10,Indigestion recurring every day,prativāsara-ajīrṇam,Ajirna,True
ITA-5.11.11,Intumescence of abdomen with constipation and flatus; delayed and obstructive digestive process,alasaka-ajīrṇam,Udara,False
ITA-5.12.1,"Acute, severe gastroenteritis",visūcikā,Atisara,False
ITA-5.12.2,Complications of gastroenteritis,visūcikā-upadravaḥ,Krimi,False
ITA-5.13.1,External worm infestation,bāhyajakṛmiḥ,Kaphaja,False
ITA-5.13.2,Head lice infestation,yūkā,Purishaja,False
ITA-5.13.3,Nit infestation,likṣā,Anantariya,False
ITA-5.13.4,Internal worm infestation,ābhyantara-kṛmiḥ,Raktaja,False
ITA-5.13.5,Worm or parasite arising from vitiated kapha; residing in stomach and small intestine,kaphajakṛmiḥ,Purishaja,False
ITA-5.13.6,Worm or parasite arising from faeces; residing in large intestine,"purīṣajakṛmiḥ [kakerukaḥ makerukaḥ, lelihaḥ saśūlakaḥ, sausurādaḥ/ sausūlakaḥ]",Kaphaja,False
ITA-5.13.7,Worm formed in blood and affecting blood vessels,"śoṇitajakṛmiḥ/ raktajakṛmiḥ [keśādaḥ, romādaḥ/ lomādaḥ, lomavidhvaṃsaḥ, lomadvīpaḥ saurasaḥ, audumbaraḥ,]",Pur,False
ITA-5.14.1,Anaemic syndrome,pāṇḍurogaḥ,Pittaja,False
ITA-5.14.2,Anaemic syndrome due to vitiated vata,vātajapāṇḍurogaḥ,Vataja,True
ITA-5.14.3,Anaemic syndrome due to vitiated pitta,pittajapāṇḍurogaḥ,Raktaja,False
ITA-5.14.4,Anaemic syndrome due to vitiated kapha,kaphajapāṇḍurogaḥ,Anantariya,False
ITA-5.14.5,Anaemic syndrome due to vitiated tridosha,sannipātajapāṇḍurogaḥ,Pandu-roga due to tridoshaja dushti,False
ITA-5.14.6,Anaemic syndrome due to pica or dirt-eating,mṛdbhakṣaṇajanya/ kṛmijapāṇḍurogaḥ,Pandu-roga due to pica or dirt-eating,False
ITA-5.15.1,Jaundice,kāmalā,Kamala,True
ITA-5.15.2,Jaundice affecting predominantly the organs in the major inner cavity of the body,koṣṭhāśritakāmalā,Kamala affecting the major internal organs of the body,False
ITA-5.15.3,Jaundice affecting body tissues such as blood and limbs,śākhāśritakāmalā,Kamala affecting body tissues such as blood and limbs,False
ITA-5.15.4,"Advanced stage of jaundice with painful, swollen joints",kumbhakāmalā,Pandu-roga in its advanced stage,False
ITA-5.15.5,Advanced stage of jaundice,halīmakaḥ (loḍharaḥ),Pandu-roga in its advanced stage,False
ITA-5.16.1,"Haemorrhage from external and internal orifices, bleeding disorders",raktapittam,Raktapitta,True
ITA-5.16.2,Haemorrhage due to predominance of vata,vātajaraktapittam,Raktapitta due to vata predominance,False
ITA-5.16.3,Haemorrhage due to predominance of pitta,pittajaraktapittam,Raktapitta due to pitta predominance,False
ITA-5.16.4,Haemorrhage due to predominance of kapha,kaphajaraktapittam,Raktapitta due to kapha predominance,False
ITA-5.16.5,Haemorrhage due to vitiated tridosha,sannipātikaraktapittam,Raktapitta due to tridoshaja dushti,False
