ITA_ID,English_Term,Sanskrit_IAST
ITA-4.2.40,Diseases that are difficult to treat or cure,kṛcchrasādhyarogaḥ
ITA-4.2.41,Diseases that are incurable,asādhyarogaḥ
ITA-4.2.42,Diseases that can be palliated,yāpyarogaḥ
ITA-4.2.43,Diseases that are terminal,pratyākhyeyarogaḥ
ITA-4.3.1,Disease assessment,rogaparīkṣā
ITA-4.3.2.,Five diagnostic criteria,nidānapañcakaḥ
ITA-4.4.1,Etiology,nidānam; hetuḥ; nimittam; āyatanam kartā; kāraṇam; pratyayam; samutthānam
ITA-4.4.2,Two types of etiological factors,dvividhahetuḥ
ITA-4.4.3,Originating cause of disease,utpādakahetuḥ
ITA-4.4.4,Aggravating cause of disease,vyañjakahetuḥ
ITA-4.4.5,Extrinsic cause,bāhyahetuḥ
ITA-4.4.6,Intrinsic cause,ābhyantarahetuḥ
ITA-4.4.7,Somatic cause,śārīrikahetuḥ
ITA-4.4.8,Psychological cause,mānasikahetuḥ
ITA-4.4.9,Three types of etiological factors,trividhahetuḥ
ITA-4.4.10,Improper engagement of the senses,asātmyendriyārthasamyogaḥ
ITA-4.4.11,Behaviour based on erroneous judgement,prajñāparādhaḥ
ITA-4.4.12,"Course of development, transformation",pariṇāmaḥ
ITA-4.4.13,Vitiated dosha as a cause of disease,doṣahetuḥ
ITA-4.4.14,Normal state of dosha in health,prākṛtadoṣaḥ
ITA-4.4.15,Abnormal dosha as a cause of disease,vaikṛtadoṣaḥ
ITA-4.4.16,Primary or independent disease,anubandhyaḥ
ITA-4.4.17,Secondary or dependent disease,anubandhaḥ
ITA-4.4.18,Displacement of dosha from its natural seat,āśayāpakarṣaḥ
ITA-4.4.19,Causes which aggravate dosha,doṣahetuḥ
ITA-4.4.20,Disease-specific causes,vyādhihetuḥ
ITA-4.4.21,Causes which aggravate dosha and disease-specific causes,ubhayahetuḥ
ITA-4.4.22,Four types of etiological factor,caturvidhahetuḥ
ITA-4.4.23,Proximate cause,sannikṛṣṭahetuḥ
ITA-4.4.24,Distant etiological factor,viprakṛṣṭahetuḥ
ITA-4.4.25,Mild yet potential causative factor,vyabhicārihetuḥ
ITA-4.4.26,Dominant causative factor,prādhānikahetuḥ
ITA-4.5.1,"Prodrome, premonitory symptoms",pūrvarūpam
ITA-4.5.2,Classification of prodromes,pūrvarūpabhedaḥ
ITA-4.5.3,Specific prodrome,viśeṣapūrvarūpam
ITA-4.5.4,General prodrome,sāmānyapūrvarūpam
ITA-4.5.5,Signs and symptoms,"liṅgaḥ, liṅga; ākṛtiḥ; lakṣaṇam; cihnam; samsthānam; vyañjanam; rūpam"
ITA-4.5.6,Differential diagnosis upheld by positive treatment response,upaśayaḥ
ITA-4.5.7,Types of therapeutic diagnosis,upaśayabhedaḥ
ITA-4.5.8,Antagonistic to etiology,hetuviparītaḥ
ITA-4.5.9,Antagonistic to disease,vyādhiviparītaḥ
ITA-4.5.10,Antagonistic to etiology and disease,hetuvyādhiviparītaḥ
ITA-4.5.11,Treatment with interventions known to be cause of disease,viparītārthakārī
ITA-4.5.12,Treatment with interventions similar to disease etiology,hetuviparītārthakārī
ITA-4.5.13,Treatment with interventions usually considered to be disease-aggravating factors,vyādhiviparītārthakārī
ITA-4.5.14,Treatment with interventions similar to disease etiology as well as diseaseaggravating factors,hetuvyādhiviparītārthakārī
ITA-4.5.15,Differential diagnosis upheld by negative treatment response,anupaśayaḥ
ITA-4.5.16,Evolution or natural course of disease,"samprāptiḥ, jātiḥ, āgatiḥ"
ITA-4.5.17,Classification of pathogenesis,samprāptibhedaḥ
ITA-4.5.18,Number of subtypes of pathogenesis,saṅkhyāsamprāptiḥ
ITA-4.5.19,Significance-based pathogenesis,Prādhānyasamprāptiḥ
ITA-4.5.20,Classification-based pathogenesis,vidhisamprāptiḥ
ITA-4.5.21,Fraction-specific pathogenesis,vikalpasamprāptiḥ
ITA-4.5.22,Intensity-specific pathogenesis,balasamprāptiḥ
ITA-4.5.23,Time-specific pathogenesis,kālasamprāptiḥ
ITA-4.5.24,Complication,upadravaḥ
ITA-4.5.25,Adverse event,vyāpad
ITA-4.5.26,Patient-related adverse event,āturanimittajaḥ
ITA-4.5.27,Physician-related adverse event,bhiṣaṅnimittajaḥ
ITA-4.5.28,Treatment-related adverse event,bheṣajanimittajaḥ
ITA-4.5.29,Sign or symptom of impending death,ariṣṭalakṣaṇam
ITA-4.6.1,Disease stage,rogāvasthā
ITA-4.6.2,"Ama, a state of incomplete digestion, transformation or metabolism","āma , āmāvastha"
ITA-4.6.3,"State of active digestion, and transformation of ama",pacyamānāvasthā
ITA-4.6.4,Ripened stage of dosha,pakvāvasthā
ITA-4.6.5,Transformative stage devoid of ama pathology,nirāmāvasthā
ITA-4.6.6,Stages of disease manifestation and management,kriyākālaḥ/ṣaṭkriyākālaḥ
ITA-4.6.7,Stage of a dosha increasing in its own location,sañcayaḥ
ITA-4.6.8,Stage of a dosha reaching the threshold,prakopaḥ
ITA-4.6.9,Stage of a dosha spreading beyond its own location,prasaraḥ
ITA-4.6.10,Stage of a dosha localizing outside its location,sthānasamśrayaḥ
ITA-4.6.11,Stage of clinical manifestation of a disease,vyaktiḥ
ITA-4.6.12,Stage of disease developing into subtypes or leading to complications,bhedaḥ
ITA-4.7.1,Patient examination,rogīparīkṣā
ITA-4.7.2,Standard threecomponent examination,"trividhaparīkṣā (darśana, sparśana , praśna)"
ITA-4.7.3,Six ways of clinical examination,ṣaḍvidhaparīkṣā
ITA-4.7.4,Eight methods of clinical examination,aṣṭasthānaparīkṣā
ITA-4.7.5,Ten domains of clinical examination,daśavidhaparīkṣā
ITA-4.8.1,Obstructive pathology,srotorodhaḥ
ITA-4.8.2,Functional alteration of body channels,srotovaiguṇyam
ITA-4.8.3,Functional alteration of body channels,srotoduṣṭihetuḥ
ITA-4.8.4,Types of body channel deformities,srotoduṣṭiprakāraḥ
ITA-4.8.5,Body channel dysfunction involving excess activity,atipravṛttiḥ
ITA-4.8.6,Body channel dysfunction involving obstruction,saṅgaḥ
ITA-4.8.7,Body channel dysfunction involving displacement of contents,vimārgagamanam
ITA-4.8.8,Body channel dysfunction involving bulging or growth,sirāgranthiḥ
ITA-4.8.9,Coexistence of aggravated three dosha,sannipātaḥ
ITA-4.8.10,"Group of diseases, comorbidity",rogānīkaḥ
ITA-4.8.11,Disease pathogenesis and manifestation,rogādhiṣṭhānam
ITA-4.8.12,Vitiated dosha lying dormant,līnadoṣāvasthā
ITA-4.8.13,Displaced dosha,sthānāntaragatadoṣaḥ
ITA-4.8.14,Correctly located dosha,sthānikadoṣaḥ
ITA-4.8.15,Disease symptoms in accord with dosha,prakṛtisamasamavetasannipātajarogaḥ
ITA-4.8.16,Disease symptoms in discord with dosha,vikṛtiviṣamasamavetasannipātajarogaḥ
ITA-4.8.17,"Normal state, normalcy",prakṛtiḥ
ITA-4.8.18,Abnormal state,vikṛtiḥ
ITA-4.8.19,Movement of dosha,doṣagatiḥ
ITA-4.8.20,Transit destinations of dosha,sañcārasthānam
ITA-4.8.21,Shifting of dosha from gut to structual components,śākhāgatiḥ
ITA-4.8.22,Shifting of dosha,madhyamagatiḥ
ITA-4.8.23,Dosha associated with ama,sāmadoṣaḥ
ITA-4.8.24,Dosha not associated with ama,nirāmadoṣaḥ
ITA-4.8.25,Inherent capacity of the body to resist diseases,vyādhikṣamatvam
ITA-4.8.26,Inherent capacity of the body to resist diseases,vyādhibalavirodhitatvam
ITA-4.8.27,Inherent capacity of the body to resist diseases,vyādhyudpādapratibandhakatvam
ITA-4.8.28,Terminal disease,"anupakrama, pratyākhyeyaroga"
ITA-4.8.29,Comorbidity,vyādhisaṅkaraḥ
ITA-4.8.30,Pro-causative factor and disease,hetuvyādhiviparītārthakārī
ITA-4.8.31,Mind as seat of disease,manodhiśṭānaṃ
ITA-4.8.32,Disease caused exclusively by one dosha,nānātmajavikāra
ITA-4.8.33,Disease caused by one or more dosha,sāmānyajavikāraḥ
ITA-4.8.34,Disease caused by another disease,nidānārthakararoga
ITA-4.8.35,"Dependant, secondary disease",paratantra
ITA-4.8.36,Judgement of error,prajñāparādhaḥ
ITA-4.8.37,Prodrome,pūrvarūpa
ITA-4.8.38,Disease caused by more than one dosha,saṃsarga
ITA-4.8.39,Physical body as seat of disease,śarīrādhiṣṭānaṃ
ITA-4.8.40,Conditions amenable to surgery,śastrasādhya
ITA-4.8.41,Primary disorder,svatantra
ITA-4.8.42,Disease complication(s),upadravaroga
ITA-5.1.1,Disorder,vikāraḥ
ITA-5.2.1,Derangement of dosha,doṣavaiṣamyam
ITA-5.2.2,State of dosha,doṣāvasthā
ITA-5.2.1.1,Accumulation of vata,vātasañcayaḥ
ITA-5.2.1.2,Aggravation of vata,vātaprakopaḥ/ vātavṛddhilakṣaṇam
ITA-5.2.1.3,Aggravation of life force,prāṇavātakopaḥ
ITA-5.2.1.4,Aggravation of ascending vata,udānavātakopaḥ
ITA-5.2.1.5,Aggravation of circulating vata,vyānavātakopaḥ
ITA-5.2.1.6,Aggravation of kindling vata,samānavātakopaḥ
ITA-5.2.1.7,Aggravation of descending vata,apānavātakopaḥ
ITA-5.2.1.8,Spreading of vata,vātaprasaraṇam
ITA-5.2.1.9,Diminution of vata,vātakṣayaḥ
ITA-5.2.1.10,Aggravation of vata in abdominal and thoracic cavity and organs in the cavity,koṣṭhāśritavātakopaḥ
ITA-5.2.1.11,Aggravation of vata in rectum,gudasthitavātaḥ
ITA-5.2.1.12,Aggravation of vata in stomach,āmāśayagatavātaḥ
ITA-5.2.1.13,Aggravation of vata in colon,pakvāśayagatavātaḥ
ITA-5.2.1.14,Aggravation of vata in the sense organs,Jñānendriyagatavāta/ śrotrādīndriyagatavātaḥ
ITA-5.2.1.15,Aggravation of vata in skin,tvakgatavātaḥ
ITA-5.2.1.16,Aggravation of vata in blood,asṛggatavātaḥ/ raktagatavātaḥ
ITA-5.2.1.17,Aggravation of vata in muscle,māṃsagatavātaḥ
ITA-5.2.1.18,Aggravation of vata in fatty tissue,medogatavātaḥ
ITA-5.2.1.19,Aggravation of vata in bone,asthigatavātaḥ
ITA-5.2.1.20,Aggravation of vata in bone marrow,majjāgatavātaḥ
ITA-5.2.1.21,Aggravation of vata in seminal tissue,śukragatavātaḥ
ITA-5.2.1.22,Aggravation of vata in tendons and ligaments.,snāyugatavātaḥ
ITA-5.2.1.23,Aggravation of vata in veins,sirāgatavātaḥ
ITA-5.2.1.24,Aggravation of vata in joints,sandhigatavātaḥ
ITA-5.2.1.25,Convulsions,ākṣepakaḥ
ITA-5.2.1.26,Tonic convulsion,daṇḍakaḥ
ITA-5.2.1.27,Convulsive fit,apatantrakaḥ
ITA-5.2.1.28,Orthotonus,apatānakaḥ
ITA-5.2.1.29,Orthotonus with rod like stiffness,daṇḍāpatānakaḥ
ITA-5.2.1.30,Opisthotonus,bahirāyāmaḥ/ bāhyāyāmaḥ/ dhanuḥstambhaḥ
ITA-5.2.1.31,Hemiplegia,pakṣāghātaḥ/ pakṣavadhaḥ
ITA-5.2.1.32,Paraparesis,sarvāṅgavātaḥ/ sarvāṅgarogaḥ
ITA-5.2.1.33,Facial paralysis,arditaḥ
ITA-5.2.1.34,Lockjaw; trismus,hanugrahaḥ
ITA-5.2.1.35,Wry neck; torticollis,manyāstambhaḥ
ITA-5.2.1.36,Rigid tongue,jihvāstambhaḥ
ITA-5.2.1.37,Obstructed blood vessel,sirāgrahaḥ
ITA-5.2.1.38,Sciatica,gṛdhrasī
ITA-5.2.1.39,Brachial neuralgia,viśvācī
ITA-5.2.1.40,Synovitis of the knee with effusion,kroṣṭukaśīrṣaḥ
ITA-5.2.1.41,Lameness,khañjaḥ
ITA-5.2.1.42,Paraplegia,paṅguḥ
ITA-5.2.1.43,Kesari palsy,kalāyakhañjaḥ
ITA-5.2.1.44,Pain specific to heels,vātakhuḍḍatā/ vātakaṇṭakaḥ
ITA-5.2.1.45,Burning feet,pādadāhaḥ
ITA-5.2.1.46,Peripheral neuritis of the feet,pādaharṣaḥ
ITA-5.2.1.47,Muscle wasting around shoulder joint,aṃsaśoṣaḥ
ITA-5.2.1.48,Painful conditions of shoulder joints with severely affected or restricted movements,avabāhukaḥ
ITA-5.2.1.49,Dumbness,mūkatvam
ITA-5.2.1.50,Nasal intonation of speech,minminaḥ
ITA-5.2.1.51,Bladder pain radiating towards anus and penis,tūnī
ITA-5.2.1.52,Proctalgia,pratitūnī
ITA-5.2.1.53,Constipation and abdominal distension,ānāhaḥ/ ādhmānam
ITA-5.2.1.54,Severe abdominal distension,pratyānāhaḥ/ pratyādhmānam
ITA-5.2.1.55,Globular swelling near the urinary bladder resembling benign prostatic enlargement,vātāṣṭhīlā
ITA-5.2.1.56,Morbid tremor,kampaḥ/ vepathuḥ
ITA-5.2.1.57,Twisting pain in upper and lower limbs,khallī
ITA-5.2.1.58,Upward movement of vata,ūrdhvavātaḥ
ITA-5.2.2.1,Derangement of pitta,pittavikāraḥ
ITA-5.2.2.2,Morbid state of pitta,pittadoṣāvasthā
ITA-5.2.2.3,Accumulation of pitta,pittasañcayaḥ
ITA-5.2.2.4,Aggravation of pitta,pittaprakopaḥ/ pittavṛddhi-lakṣaṇam
ITA-5.2.2.5,Spreading of pitta,pittaprasaraḥ
ITA-5.2.2.6,Diminution of pitta,pittakṣayaḥ
ITA-5.2.3.1,Morbid state of kapha,kaphadoṣāvasthā
ITA-5.2.3.2,Accumulation of kapha,kaphasañcayaḥ
ITA-5.2.3.3,Aggravation of kapha,kaphaprakopaḥ
ITA-5.2.3.4,Spreading of kapha,kaphaprasaraḥ
ITA-5.2.3.5,Diminution of kapha,kaphakṣayaḥ
ITA-5.3.1,Derangement of structural components,dhātuvaiṣamyam
ITA-5.3.2,Derangement of primary circulating nutrient fluid,rasavaiṣamyam
ITA-5.3.3,Diminution of primary circulating nutrient fluid,rasakṣayaḥ
ITA-5.3.4,Aggravation or morbid increase of primary circulating nutrient fluid,rasavṛddhiḥ
ITA-5.3.5,Disproportion of blood,raktavaiṣamyam
ITA-5.3.6,Diminution of blood,raktakṣayaḥ
ITA-5.3.7,Morbid increase of blood,raktavṛddhiḥ
ITA-5.3.8,Blood vitiated by vata,vātikaraktaduṣṭiḥ
ITA-5.3.9,Blood vitiated by pitta,paittikaraktaduṣṭiḥ
ITA-5.3.10,Blood vitiated by kapha,ślaiṣmikaraktaduṣṭiḥ
ITA-5.3.11,Blood vitiated by tridosha,sānnipātikaraktaduṣṭiḥ
ITA-5.3.12,Disproportion of muscle,māmsavaiṣamyam
ITA-5.3.13,Diminution of muscle,māmsakṣayaḥ
ITA-5.3.14,Excessive increase of muscle,māmsavṛddhiḥ
ITA-5.3.15,Disproportion of fat,medovaiṣamyam
ITA-5.3.16,Diminution of fat,medaḥkṣayaḥ
ITA-5.3.17,Morbid increase of fat,medovṛddhiḥ
ITA-5.3.18,Disproportion of bone,asthivaiṣamyam
ITA-5.3.19,Diminution of bone,asthikṣayaḥ
ITA-5.3.20,Morbid increase of bone,asthivṛddhiḥ
ITA-5.3.21,Disproportion of bone marrow,majjāvaiṣamyam
ITA-5.3.22,Diminution of bone marrow,majjākṣayaḥ
ITA-5.3.23,Morbid increase of bone marrow,majjāvṛddhiḥ
ITA-5.3.24,Disproportion of semen,śukravaiṣamyam
ITA-5.3.25,Diminution of semen,śukrakṣayaḥ
ITA-5.3.26,Morbid increase of semen,śukravṛddhiḥ
ITA-5.3.27,Disorders of menstrual flow,ārtavavaiṣamyam
ITA-5.3.28,Diminution of menstrual flow; or scanty menstruation,ārtavakṣayaḥ
ITA-5.3.29,Morbid increase of menstrual flow,ārtavavṛddhiḥ
ITA-5.3.30,Vitiation of breast milk,stanyavaiṣamyam
ITA-5.3.31,Diminution of breast milk,stanyakṣayaḥ
ITA-5.3.32,Morbid increase of breast milk,stanyavṛddhiḥ
ITA-5.3.33,Disproportion of ojas,ojovaiṣamyam
ITA-5.3.34,Diminution of ojas,ojakṣayaḥ
ITA-5.3.35,Dislodgement of ojas,ojovisramsaḥ
ITA-5.3.36,Derangement of ojas,ojovyāpat
ITA-5.3.37,Excess formation of ojas,ojovṛddhiḥ
ITA-5.4.1,Derangement of excretory products,malavaiṣamyam
ITA-5.4.2,Derangement of urine,mūtravaiṣamyam
ITA-5.4.3,Diminution of urine,mūtrakṣayaḥ
ITA-5.4.4,Morbid increase of urine,mūtravṛddhiḥ
ITA-5.4.5,Derangement of faeces,purīṣavaiṣamyam
ITA-5.4.6,Diminution of faeces,purīṣakṣayaḥ
ITA-5.4.7,Morbid increase of faeces,purīṣavṛddhiḥ
ITA-5.4.8,"Excretory products associated with incomplete digestion, transformation or metabolism",sāmamalaḥ
ITA-5.4.9,Derangement of sweat,svedavaiṣamyam
ITA-5.4.10,Diminution of sweat,svedakṣayaḥ
ITA-5.4.11,Morbid increase of sweat,svedavṛddhiḥ
ITA-5.4.12,Debris deposition at the root of the tongue,jihvāmūlagatamalaḥ
ITA-5.5.1,Vitiation of channels,srotovaiṣamyam
ITA-5.5.2,Vitiation of channels carrying vital life force,prāṇavahasrotoduṣṭiḥ
ITA-5.5.3,Vitiation of channels carrying water,udakavahasrotoduṣṭiḥ
ITA-5.5.4,Vitiation of channels carrying food,annavahasrotoduṣṭiḥ
ITA-5.5.5,Vitiation of channels carrying primary product of digestion,rasavahasrotoduṣṭiḥ
ITA-5.5.6,Vitiation of channels carrying blood,raktavahasrotoduṣṭiḥ
ITA-5.5.7,Vitiation of channels carrying muscle,māmsavahasrotoduṣṭiḥ
ITA-5.5.8,Vitiation of channels carrying medas,medovahasrotoduṣṭiḥ
ITA-5.5.9,Vitiation of channels carrying bone,asthivahasrotoduṣṭiḥ
ITA-5.5.10,Vitiation of channels carrying bone marrow,majjāvahasrotoduṣṭiḥ
ITA-5.5.11,Vitiation of channels carrying semen,shukravahasrotoduṣṭiḥ
ITA-5.5.12,Vitiation of channels carrying menstrual flow,ārtavavahasrotoduṣṭiḥ
ITA-5.5.13,Vitiation of channels carrying urine,mūtravahasrōtōduṣṭiḥ
ITA-5.5.14,Vitiation of channels carrying stools,purīṣavaha-srōtōduṣṭi
ITA-5.5.15,Vitiation of channels carrying sweat,svedavahasrotoduṣṭiḥ
ITA-5.6.1,Fever,jvaraḥ
ITA-5.6.2,Prodromal symptoms of fever,jvarapūrvarupam
ITA-5.6.3,Fever due to vitiated vata Fever due to vitiated vata Fever due to vitiated vata,vātajvaraḥ vātajvaraḥ vātajvaraḥ
ITA-5.6.4,Prodromal symptoms of fever due to vitiated vata,Vātikajvarapūrvarūpam
ITA-5.6.5,Fever due to vitiated pitta,paittikajvaraḥ
ITA-5.6.6,Prodromal symptoms of fever due to vitiated pitta,paittikajvarapūrvarūpam
ITA-5.6.7,Fever due to vitiated kapha,kaphajajvaraḥ
ITA-5.6.8,Prodromal symptoms of fever due to vitiated kapha,Kaphajvarapūrvarūpam
ITA-5.6.9,Fever due to vitiated kaphavata,kaphavātajajvaraḥ
ITA-5.6.10,Fever due to vitiated vāta and pitta,vātapittajajvaraḥ
ITA-5.6.11,Fever due to vitiated kapha and pitta,kaphapittajajvaraḥ
ITA-5.6.12,Fever due to vitiated tridosha,sannipātajajvaraḥ
ITA-5.6.13,Fever due to external factors/reasons,āgantujajvaraḥ
ITA-5.6.14,"Intermittent fever, fever with no fixed course or pattern",viṣamajvaraḥ
ITA-5.6.15,Intermittent fever spiking twice daily,satataviṣamajvaraḥ
ITA-5.6.16,Continuous fever,santataviṣamajvaraḥ
ITA-5.6.17,Intermittent fever spiking once daily,anyedyuṣkaviṣamajvaraḥ
ITA-5.6.18,Intermittent fever spiking every third day,tṛtīyakaviṣamajvaraḥ
ITA-5.6.19,Intermittent fever recurring every third day due to predominance of kapha and pitta,kaphapittatṛtīyakajvaraḥ
ITA-5.6.20,Intermittent fever recurring every third day due to predominance of vata and kapha,vātakaphatṛtīyakajvaraḥ
ITA-5.6.21,Intermittent fever recurring every third day due to predominance of vata and pitta,vātapittatṛtīyakajvaraḥ
ITA-5.6.22,Intermittent fever recurring every fourth day,caturthakaviṣamajvaraḥ
ITA-5.6.23,Intermittent fever recurring every fourth day due to predominance of vāta,vātajacaturthakajvaraḥ
ITA-5.6.24,Intermittent fever recurring every fourth day due to predominance of pitta,pittajacaturthakajvaraḥ
ITA-5.6.25,Intermittent fiver recurring every fourth day due to predominance of kapha,kaphajacaturthakajvaraḥ
ITA-5.6.26,Intermittent fiver recurring every fourth day when fever persists for two days with one day remission,caturthakaviparyayaviṣamajvaraḥ
ITA-5.6.27,Persistent low-grade fever due to vitiated vata and kapha,vātabalāsakajvaraḥ
ITA-5.6.28,Fever due to vitiated primaryproduct of digestion,rasadhātugatajvaraḥ
ITA-5.6.29,Fever due to vitiated blood,raktadhātugatajvaraḥ
ITA-5.6.30,Fever due to vitiated muscle,māṃsadhātugatajvaraḥ
ITA-5.6.31,Fever due to vitiated fat,medodhātugatajvaraḥ
ITA-5.6.32,Fever due to vitiated bone,asthidhātugatajvaraḥ
ITA-5.6.33,Fever due to vitiated bone marrow,majjādhātugatajvaraḥ
ITA-5.6.34,Fever due to vitiated seminal tissue,śukradhātugatajvaraḥ
ITA-5.6.35,"Fever in which dosha and symptoms are located in viscera, vulnerable locations, joints and connective tissue",antarvegajvaraḥ
ITA-5.6.36,Fever in which dosha and symptoms are located in supportive tissues,bahirvegajvaraḥ
ITA-5.6.37,"Fever due to ama, initial stage of fever, ama stage of fever",āmajajvaraḥ
ITA-5.6.38,"Intermediate stage of fever, phase between ama stage and post-ama stage of fever",pacyamānajvaraḥ
ITA-5.7.1,Diarrhoea,atisāra
ITA-5.7.2,Prodromal symptoms of diarrhoea,atisārapūrvarūpam
ITA-5.7.3,Diarrhoea due to vitiated vata,vataja-atisāraḥ
ITA-5.7.4,Diarrhoea due to vitiated pitta,pittaja-atisāraḥ
ITA-5.7.5,Diarrhoea due to vitiated kapha,kaphaja-atisāraḥ
ITA-5.7.6,Diarrhoea due to ama,āmātisāraḥ
ITA-5.7.7,Diarrhoea due to vitiated blood,raktātisāraḥ
ITA-5.8.1,Dysentery,pravāhikā
ITA-5.9.1,Chronic diarrhoea with malabsorption of nutrients,grahaṇīroga
ITA-5.9.2,Chronic diarrhoea with malabsorption of nutrients due to vitiated vāta,vātaja grahaṇīroga
ITA-5.9.3,Chronic diarrhoea with malabsorption of nutrients due to vitiated pitta,pittaja grahaṇīroga
ITA-5.9.4,Chronic diarrhoea with malabsorption of nutrients. due to vitiated kapha,kaphajagrahaṇīroga
ITA-5.9.5,Chronic diarrhoea with malabsorption of nutrients due to vitiated tridosha,sannipātaja grahaṇīroga
ITA-5.10.1,Haemorrhoids,arśaḥ
ITA-5.10.2,Haemorrhoids due to vitiated vata,vātajārśaḥ
ITA-5.10.3,Haemorrhoids due to vitiated pitta,pittajārśaḥ
ITA-5.10.4,Haemorrhoids due to vitiated kapha,kaphajārśaḥ
ITA-5.10.5,Haemorrhoids due to vitiated blood,raktajārśaḥ
ITA-5.10.6,Haemorrhoids due to vitiated tridosha,sannipātajārśaḥ
ITA-5.10.7,Congenital haemorrhoids,sahajārśaḥ
ITA-5.10.8,Haemorrhoids due to any two vitiated dosha,dvandvaja-arśaḥ
ITA-5.11.1,"Subdued digestive, metabolic factors",mandāgniḥ
ITA-5.11.2,"Excessive digestive, metabolic factors",atyagniḥ/ bhasmakaḥ
ITA-5.11.3,"Irregular digestive, metabolic factors",viṣamāgniḥ
ITA-5.11.4,Indigestion,ajīrṇam
ITA-5.11.5,Indigestion due to vata,"viṣṭabdhājīrṇam, vātajājīrṇam"
ITA-5.11.6,Indigestion due to putrefaction of gastric juices,vidagdhājīrṇam/ pittajājīrṇam
ITA-5.11.7,"Indigestion due to sluggish gut motility, vitiation of kapha",āmājīrṇam/ kaphajājīrṇam
ITA-5.11.8,Indigestion due to remnant of unabsorbable primary product of digestion),rasaśeṣajanya-ajīrṇam
ITA-5.11.9,"Indigestion, when food takes a full day to get digested",dinapāki-ajīrṇam
ITA-5.11.10,Indigestion recurring every day,prativāsara-ajīrṇam
ITA-5.11.11,Intumescence of abdomen with constipation and flatus; delayed and obstructive digestive process,alasaka-ajīrṇam
ITA-5.12.1,"Acute, severe gastroenteritis",visūcikā
ITA-5.12.2,Complications of gastroenteritis,visūcikā-upadravaḥ
ITA-5.13.1,External worm infestation,bāhyajakṛmiḥ
ITA-5.13.2,Head lice infestation,yūkā
ITA-5.13.3,Nit infestation,likṣā
ITA-5.13.4,Internal worm infestation,ābhyantara-kṛmiḥ
ITA-5.13.5,Worm or parasite arising from vitiated kapha; residing in stomach and small intestine,kaphajakṛmiḥ
ITA-5.13.6,Worm or parasite arising from faeces; residing in large intestine,"purīṣajakṛmiḥ [kakerukaḥ makerukaḥ, lelihaḥ saśūlakaḥ, sausurādaḥ/ sausūlakaḥ]"
ITA-5.13.7,Worm formed in blood and affecting blood vessels,"śoṇitajakṛmiḥ/ raktajakṛmiḥ [keśādaḥ, romādaḥ/ lomādaḥ, lomavidhvaṃsaḥ, lomadvīpaḥ saurasaḥ, audumbaraḥ,]"
ITA-5.14.1,Anaemic syndrome,pāṇḍurogaḥ
ITA-5.14.2,Anaemic syndrome due to vitiated vata,vātajapāṇḍurogaḥ
ITA-5.14.3,Anaemic syndrome due to vitiated pitta,pittajapāṇḍurogaḥ
ITA-5.14.4,Anaemic syndrome due to vitiated kapha,kaphajapāṇḍurogaḥ
ITA-5.14.5,Anaemic syndrome due to vitiated tridosha,sannipātajapāṇḍurogaḥ
ITA-5.14.6,Anaemic syndrome due to pica or dirt-eating,mṛdbhakṣaṇajanya/ kṛmijapāṇḍurogaḥ
ITA-5.15.1,Jaundice,kāmalā
ITA-5.15.2,Jaundice affecting predominantly the organs in the major inner cavity of the body,koṣṭhāśritakāmalā
ITA-5.15.3,Jaundice affecting body tissues such as blood and limbs,śākhāśritakāmalā
ITA-5.15.4,"Advanced stage of jaundice with painful, swollen joints",kumbhakāmalā
ITA-5.15.5,Advanced stage of jaundice,halīmakaḥ (loḍharaḥ)
ITA-5.16.1,"Haemorrhage from external and internal orifices, bleeding disorders",raktapittam
ITA-5.16.2,Haemorrhage due to predominance of vata,vātajaraktapittam
ITA-5.16.3,Haemorrhage due to predominance of pitta,pittajaraktapittam
ITA-5.16.4,Haemorrhage due to predominance of kapha,kaphajaraktapittam
ITA-5.16.5,Haemorrhage due to vitiated tridosha,sannipātikaraktapittam
ITA-5.17.1,"Consumption disorder complex, diminution of structural components",rājayakṣmā
ITA-5.17.2,Consumption due to withholding of natural urges,vegarodhajarājayakṣmā
ITA-5.17.3,Consumption due to untimely food habit,viṣamāśanajarājayakṣmā
ITA-5.17.4,Consumption due to depletion of body elements,kṣayajarājayakṣmā
ITA-5.17.5,Consumption due to excessive copulation,vyavāyajanyarājayakṣmā
ITA-5.17.6,Consumption due to excessive grief,śokajanyarājayakṣmā
ITA-5.17.7,Consumption due to old age,vārdhakyajanyarājayakṣmā/ jarāśoṣaḥ
ITA-5.17.8,Consumption due to overexercise,vyāyāmajanyarājayakṣmā
ITA-5.17.9,Consumption due to excessive travel,adhvajanyarājayakṣmā
ITA-5.17.10,Consumption due to wounds,vraṇajanyarājayakṣmā
ITA-5.17.11,Consumption due to chest trauma,uraḥkṣatajanyarājayakṣmā
ITA-5.18.1,Cough,kāsaḥ
ITA-5.18.2,Cough due to vitiated vata,vātajakāsaḥ
ITA-5.18.3,Cough due to vitiated pitta,pittajakāsaḥ
ITA-5.18.4,Cough due to vitiated kapha,kaphajakāsaḥ
ITA-5.18.5,Cough due to internal injury,kṣatajakāsaḥ
ITA-5.18.6,Cough due to diminution of bodily tissues,kṣayajakāsaḥ
ITA-5.19.1,Hiccup,hikkā (hidhmā)
